shp_iucn_sid,iucn_sid,sciname,presence,subpop,dbf_file,max_depth
18584848,43508905,Pristis pristis,1,Pristis pristis Indo-west Pacific subpopulation,CHONDRICHTHYES.dbf,< 200 m
18584848,43508845,Pristis pristis,1,Pristis pristis Western Atlantic subpopulation,CHONDRICHTHYES.dbf,< 200 m
18584848,18584848,Pristis pristis,2,NA,CHONDRICHTHYES.dbf,< 200 m
18584848,43508842,Pristis pristis,4,Pristis pristis Eastern Atlantic subpopulation,CHONDRICHTHYES.dbf,< 200 m
18584848,43508949,Pristis pristis,4,Pristis pristis Eastern Pacific subpopulation,CHONDRICHTHYES.dbf,< 200 m
18584848,43508905,Pristis pristis,4,Pristis pristis Indo-west Pacific subpopulation,CHONDRICHTHYES.dbf,< 200 m
18584848,43508845,Pristis pristis,4,Pristis pristis Western Atlantic subpopulation,CHONDRICHTHYES.dbf,< 200 m
18584848,43508842,Pristis pristis,6,Pristis pristis Eastern Atlantic subpopulation,CHONDRICHTHYES.dbf,< 200 m
18584848,43508949,Pristis pristis,6,Pristis pristis Eastern Pacific subpopulation,CHONDRICHTHYES.dbf,< 200 m
18584848,43508905,Pristis pristis,6,Pristis pristis Indo-west Pacific subpopulation,CHONDRICHTHYES.dbf,< 200 m
18584848,43508845,Pristis pristis,6,Pristis pristis Western Atlantic subpopulation,CHONDRICHTHYES.dbf,< 200 m
42566169,42566169,Aetobatus ocellatus,1,NA,CHONDRICHTHYES.dbf,200 m +
43270317,43270317,Trygonorrhina dumerilii,1,NA,CHONDRICHTHYES.dbf,< 200 m
70681387,70681387,Pavoraja umbrosa,1,NA,CHONDRICHTHYES.dbf,200 m +
70682232,70682232,Pastinachus ater,1,NA,CHONDRICHTHYES.dbf,< 200 m
70686656,70686656,Myliobatis tenuicaudatus,1,NA,CHONDRICHTHYES.dbf,200 m +
70688138,70688138,Dipturus confusus,1,NA,CHONDRICHTHYES.dbf,200 m +
70688333,70688333,Rajella challengeri,1,NA,CHONDRICHTHYES.dbf,200 m +
80671020,80671020,Bathyraja panthera,1,NA,CHONDRICHTHYES.dbf,< 200 m
84784918,84784918,Aetomylaeus nichofii,1,NA,CHONDRICHTHYES.dbf,< 200 m
84785231,84785231,Aetomylaeus caeruleofasciatus,1,NA,CHONDRICHTHYES.dbf,< 200 m
91209505,91209505,Squalus acanthias,1,NA,CHONDRICHTHYES.dbf,200 m +
3851,3851,Carcharhinus limbatus,1,NA,CHONDRICHTHYES.dbf,< 200 m
3852,3852,Carcharhinus obscurus,1,NA,CHONDRICHTHYES.dbf,200 m +
3853,3853,Carcharhinus plumbeus,1,NA,CHONDRICHTHYES.dbf,< 200 m
3854,3854,Carcharias taurus,1,NA,CHONDRICHTHYES.dbf,200 m +
3855,3855,Carcharodon carcharias,1,NA,CHONDRICHTHYES.dbf,200 m +
39368,39368,Carcharhinus brevipinna,1,NA,CHONDRICHTHYES.dbf,< 200 m
39416,39416,Myliobatis californicus,1,NA,CHONDRICHTHYES.dbf,< 200 m
39418,39418,Mobula mobular,1,NA,CHONDRICHTHYES.dbf,200 m +
41837,41837,Orectolobus maculatus,1,NA,CHONDRICHTHYES.dbf,< 200 m
41839,41839,Orectolobus wardi,1,NA,CHONDRICHTHYES.dbf,< 200 m
39366,39366,Carcharhinus amboinensis,1,NA,CHONDRICHTHYES.dbf,< 200 m
39369,39369,Carcharhinus hemiodon,1,NA,CHONDRICHTHYES.dbf,200 m +
10030,10030,Hexanchus griseus,1,NA,CHONDRICHTHYES.dbf,200 m +
41833,41833,Mobula japanica,1,NA,CHONDRICHTHYES.dbf,200 m +
41832,41832,Mobula eregoodootenkee,1,NA,CHONDRICHTHYES.dbf,200 m +
41835,41835,Nebrius ferrugineus,1,NA,CHONDRICHTHYES.dbf,200 m +
41836,41836,Negaprion acutidens,1,NA,CHONDRICHTHYES.dbf,< 200 m
41838,41838,Orectolobus ornatus,1,NA,CHONDRICHTHYES.dbf,< 200 m
41840,41840,Oxynotus bruniensis,1,NA,CHONDRICHTHYES.dbf,200 m +
41841,41841,Parascyllium collare,1,NA,CHONDRICHTHYES.dbf,< 200 m
41842,41842,Parascyllium ferrugineum,1,NA,CHONDRICHTHYES.dbf,< 200 m
18374,18374,Protemblemaria punctata,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
155108,155108,Omobranchus rotundiceps,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
155109,155109,Praealticus dayi,1,NA,COMBTOOTHBLENNIES.dbf,< 20 m
154829,154829,Parablennius yatabei,1,NA,COMBTOOTHBLENNIES.dbf,< 20 m
155086,155086,Omobranchus fasciolatus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
155099,155099,Omobranchus anolius,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
155156,155156,Lepidonectes corallicola,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
154753,154753,Hypleurochilus bananensis,1,NA,COMBTOOTHBLENNIES.dbf,< 20 m
155103,155103,Dactyloscopus zelotes,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
155121,155121,Paraclinus integripinnis,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
155270,155270,Entomacrodus stellifer,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
155167,155167,Malacoctenus macropus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
155174,155174,Neoclinus uninotatus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
155186,155186,Cirripectes filamentosus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
155237,155237,Enneapterygius abeli,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
155248,155248,Starksia guttata,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
155263,155263,Paraclinus rubicundus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
155321,155321,Helcogramma decurrens,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
155327,155327,Crocodilichthys gracilis,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
154775,154775,Emblemariopsis signifer,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
154763,154763,Axoclinus multicinctus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
154943,154943,Heteroclinus whiteleggii,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
154947,154947,Ecsenius trilineatus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
155013,155013,Parablennius parvicornis,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
154811,154811,Starksia leucovitta,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
154817,154817,Malacoctenus zonogaster,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
154643,154643,Parenchelyurus hepburni,1,NA,COMBTOOTHBLENNIES.dbf,< 20 m
154834,154834,Helcogramma inclinata,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
154700,154700,Enneapterygius namarrgon,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
154713,154713,Stathmonotus sinuscalifornici,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
154837,154837,Nemaclinus atelestos,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
154796,154796,Chaenopsis coheni,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
154849,154849,Helcogramma springeri,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
154926,154926,Xenopoclinus leprosus,1,NA,COMBTOOTHBLENNIES.dbf,< 20 m
154927,154927,Entomacrodus macrospilus,1,NA,COMBTOOTHBLENNIES.dbf,< 20 m
154957,154957,Hypsoblennius striatus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
154958,154958,Heteroclinus roseus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
154972,154972,Parablennius zvonimiri,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
154986,154986,Paraclinus magdalenae,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178918,178918,Clinus agilis,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
155019,155019,Calliclinus nudiventris,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
155029,155029,Salarias ceramensis,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
155034,155034,Crossosalarias macrospilus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
155059,155059,Gillellus healae,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
155194,155194,Cirripectes alleni,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178921,178921,Helcogramma randalli,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178916,178916,Helcogramma alkamr,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178917,178917,Gibbonsia metzi,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178919,178919,Enneanectes atrorus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178920,178920,Enneapterygius atriceps,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178949,178949,Helcogramma fuscipectoris,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178950,178950,Enneapterygius bahasa,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178951,178951,Springerichthys kulbickii,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178952,178952,Clinus woodi,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178953,178953,Blennioclinus brachycephalus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179065,179065,Norfolkia squamiceps,1,NA,COMBTOOTHBLENNIES.dbf,< 20 m
179063,179063,Cologrammus flavescens,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179066,179066,Enneapterygius gruschkai,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179067,179067,Peronedys anguillaris,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179068,179068,Enneapterygius vexillarius,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179069,179069,Blennophis anguillaris,1,NA,COMBTOOTHBLENNIES.dbf,< 20 m
179070,179070,Heteroclinus equiradiatus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179072,179072,Enneapterygius senoui,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179074,179074,Enneapterygius minutus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179075,179075,Pavoclinus pavo,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178985,178985,Enneapterygius pallidoserialis,1,NA,COMBTOOTHBLENNIES.dbf,< 20 m
183521,183521,Dactyloscopus pectoralis,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178990,178990,Forsterygion flavonigrum,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178995,178995,Notoclinops caerulepunctus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
183959,183959,Labrisomus pomaspilus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
158632,158632,Salarias sinuosus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
185157,185157,Neoclinus bryope,1,NA,COMBTOOTHBLENNIES.dbf,< 20 m
185158,185158,Auchenionchus crinitus,1,NA,COMBTOOTHBLENNIES.dbf,< 20 m
183875,183875,Hypsoblennius jenkinsi,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
183280,183280,Lepidonectes clarkhubbsi,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
183924,183924,Hypsoblennius robustus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
183303,183303,Coralliozetus angelicus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
185137,185137,Platygillellus brasiliensis,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
183968,183968,Acanthemblemaria stephensi,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179079,179079,Heteroclinus tristis,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179080,179080,Enneapterygius clarkae,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
185153,185153,Parablennius goreensis,1,NA,COMBTOOTHBLENNIES.dbf,< 20 m
178908,178908,Enneapterygius ornatus,1,NA,COMBTOOTHBLENNIES.dbf,< 20 m
178909,178909,Helcogramma vulcana,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178910,178910,Enneanectes boehlkei,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178911,178911,Enneapterygius randalli,1,NA,COMBTOOTHBLENNIES.dbf,< 20 m
178912,178912,Helcogramma ellioti,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178913,178913,Enneapterygius fuscoventer,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178914,178914,Acanthanectes rufus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178915,178915,Enneapterygius similis,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178903,178903,Heteroclinus adelaidae,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178948,178948,Bellapiscis medius,1,NA,COMBTOOTHBLENNIES.dbf,< 20 m
179035,179035,Ceratobregma acanthops,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179041,179041,Blennioclinus stella,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179057,179057,Enneapterygius gracilis,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179107,179107,Enneapterygius howensis,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179108,179108,Heteroclinus perspicillatus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179109,179109,Helcogramma chica,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179110,179110,Helcogramma billi,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179111,179111,Helcogramma trigloides,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179112,179112,Enneapterygius hemimelas,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179078,179078,Clinus robustus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178979,178979,Helcogramma rhinoceros,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178980,178980,Clinus nematopterus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178904,178904,Forsterygion lapillum,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
172376,172376,Omobranchus zebra,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
172447,172447,Entomacrodus vermiculatus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
172487,172487,Omobranchus punctatus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179013,179013,Enneapterygius elaine,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179015,179015,Heterostichus rostratus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179018,179018,Helcogramma maldivensis,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179042,179042,Cristiceps australis,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179014,179014,Forsterygion varium,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179016,179016,Pavoclinus graminis,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179017,179017,Enneapterygius rhothion,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179019,179019,Enneapterygius larsonae,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179020,179020,Helcogramma steinitzi,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179043,179043,Norfolkia thomasi,1,NA,COMBTOOTHBLENNIES.dbf,< 20 m
178889,178889,Enneapterygius rhabdotus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178890,178890,Enneapterygius cheni,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178905,178905,Apopterygion oculus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178923,178923,Ophiclinops pardalis,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178924,178924,Springerichthys bapturus,1,NA,COMBTOOTHBLENNIES.dbf,< 20 m
178925,178925,Gibbonsia elegans,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178928,178928,Enneapterygius signicauda,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178937,178937,Enneapterygius niger,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178965,178965,Notoclinops segmentatus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178978,178978,Enneanectes altivelis,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179047,179047,Helcogramma aquila,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178891,178891,Enneapterygius clea,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178892,178892,Ucla xenogrammus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179044,179044,Helcogramma fuscopinna,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178906,178906,Pavoclinus myae,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178907,178907,Helcogramma nesion,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178926,178926,Helcogramma kranos,1,NA,COMBTOOTHBLENNIES.dbf,< 20 m
178927,178927,Pavoclinus mentalis,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178929,178929,Ophiclinus ningulus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178930,178930,Heteroclinus macrophthalmus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178935,178935,Heteroclinus eckloniae,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178936,178936,Heteroclinus puellarum,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178963,178963,Enneapterygius triserialis,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178966,178966,Helcogramma solorensis,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178967,178967,Enneapterygius obscurus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178968,178968,Pavoclinus smalei,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178969,178969,Forsterygion maryannae,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178970,178970,Notoclinus fenestratus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178971,178971,Clinus berrisfordi,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178972,178972,Cristiceps aurantiacus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178973,178973,Helcogramma rharhabe,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178974,178974,Pavoclinus profundus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178976,178976,Clinus rotundifrons,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178977,178977,Enneapterygius paucifasciatus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178981,178981,Helcogramma obtusirostris,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179045,179045,Enneapterygius pusillus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179046,179046,Helcogramma serendip,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179048,179048,Apopterygion alta,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179049,179049,Springeratus xanthosoma,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179058,179058,Helcogramma albimacula,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178982,178982,Enneapterygius genamaculatus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178983,178983,Cremnochorites capensis,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178984,178984,Helcogramma larvata,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178986,178986,Enneapterygius rufopileus,1,NA,COMBTOOTHBLENNIES.dbf,< 20 m
178987,178987,Enneapterygius altipinnis,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178988,178988,Notoclinops yaldwyni,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178989,178989,Helcogramma hudsoni,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178991,178991,Enneapterygius williamsi,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178992,178992,Norfolkia brachylepis,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178993,178993,Cryptichthys jojettae,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178994,178994,Fucomimus mus,1,NA,COMBTOOTHBLENNIES.dbf,< 20 m
178996,178996,Helcogrammoides cunninghami,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178997,178997,Clinus cottoides,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178998,178998,Ruanoho decemdigitatus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178934,178934,Enneapterygius kermadecensis,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178893,178893,Enneapterygius kosiensis,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178894,178894,Enneapterygius flavoccipitis,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178895,178895,Enneapterygius rubicauda,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178896,178896,Bellapiscis lesleyae,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178897,178897,Heteroclinus heptaeolus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178898,178898,Enneanectes pectoralis,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178899,178899,Heteroclinus kuiteri,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178900,178900,Myxodes ornatus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178901,178901,Heteroclinus wilsoni,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178902,178902,Gibbonsia montereyensis,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178922,178922,Pavoclinus litorafontis,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178938,178938,Enneanectes smithi,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178939,178939,Trinorfolkia cristata,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178940,178940,Enneapterygius hollemani,1,NA,COMBTOOTHBLENNIES.dbf,< 20 m
178941,178941,Cirrhibarbis capensis,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178942,178942,Sticharium dorsale,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178943,178943,Pavoclinus laurentii,1,NA,COMBTOOTHBLENNIES.dbf,< 20 m
178945,178945,Heteroclinus johnstoni,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178947,178947,Lepidoblennius marmoratus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178931,178931,Clinus helenae,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178932,178932,Enneapterygius tutuilae,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178933,178933,Blennophis striatus,1,NA,COMBTOOTHBLENNIES.dbf,< 20 m
179021,179021,Acanthanectes hystrix,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179022,179022,Forsterygion gymnota,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179023,179023,Ribeiroclinus eigenmanni,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179024,179024,Trinorfolkia clarkei,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179025,179025,Ophiclinus pectoralis,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179026,179026,Blennodon dorsale,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179010,179010,Clinoporus biporosus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179012,179012,Helcogramma capidata,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179059,179059,Cancelloxus elongatus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179060,179060,Helcogramma cerasina,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179061,179061,Cristiceps argyropleura,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179062,179062,Enneapterygius nigricauda,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178954,178954,Enneapterygius sheni,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178956,178956,Norfolkia leeuwin,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178957,178957,Enneapterygius pyramis,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178958,178958,Enneapterygius ventermaculus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179027,179027,Ophiclinops varius,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179028,179028,Myxodes cristatus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179029,179029,Karalepis stewarti,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178959,178959,Enneapterygius melanospilus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178960,178960,Trianectes bucephalus,1,NA,COMBTOOTHBLENNIES.dbf,< 20 m
178961,178961,Gilloblennius abditus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178962,178962,Clinus venustris,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
178999,178999,Clinus latipennis,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179e3,179e3,Helcogramma novaecaledoniae,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179001,179001,Enneapterygius nanus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179003,179003,Cancelloxus burrelli,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179004,179004,Xenopoclinus kochi,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179005,179005,Ericentrus rubrus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179006,179006,Enneapterygius atrogulare,1,NA,COMBTOOTHBLENNIES.dbf,< 20 m
179007,179007,Heteroclinus nasutus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179031,179031,Helcogramma microstigma,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179032,179032,Sticharium clarkae,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179033,179033,Helcogramma ememes,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179034,179034,Tripterygion tartessicum,1,NA,COMBTOOTHBLENNIES.dbf,< 20 m
179008,179008,Ophiclinops hutchinsi,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179009,179009,Heteroclinus antinectes,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179036,179036,Ophiclinus gracilis,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179037,179037,Enneapterygius mirabilis,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179038,179038,Helcogramma rosea,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179039,179039,Brachynectes fasciatus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179040,179040,Helcogramma nigra,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179050,179050,Cancelloxus longior,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179051,179051,Muraenoclinus dorsalis,1,NA,COMBTOOTHBLENNIES.dbf,< 20 m
179053,179053,Helcogramma gymnauchen,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179054,179054,Clinus acuminatus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179055,179055,Lepidoblennius haplodactylus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179056,179056,Enneapterygius ziegleri,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179077,179077,Enneapterygius miyakensis,1,NA,COMBTOOTHBLENNIES.dbf,< 20 m
179081,179081,Springeratus polyporatus,1,NA,COMBTOOTHBLENNIES.dbf,< 20 m
179083,179083,Smithichthys fucorum,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179084,179084,Trinorfolkia incisa,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
179085,179085,Enneapterygius philippinus,1,NA,COMBTOOTHBLENNIES.dbf,< 200 m
