iucn_sid,code,title,timing,scope,severity,score,invasive,score_num
132921,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,NA,NA,Low Impact: 3,NA,3
132921,5.4.6,Motivation Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
132921,6.1,Recreational activities,Ongoing,NA,NA,Low Impact: 3,NA,3
132921,8.1,Invasive non-native/alien species/diseases,Ongoing,NA,NA,Low Impact: 3,NA,3
132921,8.1.1,Unspecified species,Ongoing,NA,NA,Low Impact: 3,NA,3
132921,8.2,Problematic native species/diseases,Ongoing,NA,NA,Low Impact: 3,NA,3
132921,8.2.1,Unspecified species,Ongoing,NA,NA,Low Impact: 3,NA,3
132921,9.1,Domestic & urban waste water,Ongoing,NA,NA,Low Impact: 3,NA,3
132921,9.1.3,Type Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
132921,9.2,Industrial & military effluents,Ongoing,NA,NA,Low Impact: 3,NA,3
132921,9.2.3,Type Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
132921,9.3,Agricultural & forestry effluents,Ongoing,NA,NA,Low Impact: 3,NA,3
132921,9.3.2,"Soil erosion, sedimentation",Ongoing,NA,NA,Low Impact: 3,NA,3
132921,9.3.4,Type Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
132921,9.5,Air-borne pollutants,Ongoing,NA,NA,Low Impact: 3,NA,3
132921,9.5.3,Ozone,Ongoing,NA,NA,Low Impact: 3,NA,3
132922,1.1,Housing & urban areas,Ongoing,NA,NA,Low Impact: 3,NA,3
132922,11.3,Temperature extremes,Ongoing,NA,NA,Low Impact: 3,NA,3
132922,11.4,Storms & flooding,Ongoing,NA,NA,Low Impact: 3,NA,3
132922,1.2,Commercial & industrial areas,Ongoing,NA,NA,Low Impact: 3,NA,3
132922,1.3,Tourism & recreation areas,Ongoing,NA,NA,Low Impact: 3,NA,3
132922,4.3,Shipping lanes,Ongoing,NA,NA,Low Impact: 3,NA,3
132922,5.4,Fishing & harvesting aquatic resources,Ongoing,NA,NA,Low Impact: 3,NA,3
132922,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,NA,NA,Low Impact: 3,NA,3
132922,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,NA,NA,Low Impact: 3,NA,3
132922,5.4.6,Motivation Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
132922,6.1,Recreational activities,Ongoing,NA,NA,Low Impact: 3,NA,3
132922,8.1,Invasive non-native/alien species/diseases,Ongoing,NA,NA,Low Impact: 3,NA,3
132922,8.1.1,Unspecified species,Ongoing,NA,NA,Low Impact: 3,NA,3
132922,8.2,Problematic native species/diseases,Ongoing,NA,NA,Low Impact: 3,NA,3
132922,8.2.1,Unspecified species,Ongoing,NA,NA,Low Impact: 3,NA,3
132922,9.1,Domestic & urban waste water,Ongoing,NA,NA,Low Impact: 3,NA,3
132922,9.1.3,Type Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
132922,9.2,Industrial & military effluents,Ongoing,NA,NA,Low Impact: 3,NA,3
132922,9.2.3,Type Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
132922,9.3,Agricultural & forestry effluents,Ongoing,NA,NA,Low Impact: 3,NA,3
132922,9.3.2,"Soil erosion, sedimentation",Ongoing,NA,NA,Low Impact: 3,NA,3
132922,9.3.4,Type Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
132922,9.5,Air-borne pollutants,Ongoing,NA,NA,Low Impact: 3,NA,3
132922,9.5.3,Ozone,Ongoing,NA,NA,Low Impact: 3,NA,3
132923,1.1,Housing & urban areas,Ongoing,NA,NA,Low Impact: 3,NA,3
132923,11.3,Temperature extremes,Ongoing,NA,NA,Low Impact: 3,NA,3
132923,11.4,Storms & flooding,Ongoing,NA,NA,Low Impact: 3,NA,3
132923,1.2,Commercial & industrial areas,Ongoing,NA,NA,Low Impact: 3,NA,3
132923,1.3,Tourism & recreation areas,Ongoing,NA,NA,Low Impact: 3,NA,3
132923,4.3,Shipping lanes,Ongoing,NA,NA,Low Impact: 3,NA,3
132923,5.4,Fishing & harvesting aquatic resources,Ongoing,NA,NA,Low Impact: 3,NA,3
132923,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,NA,NA,Low Impact: 3,NA,3
132923,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,NA,NA,Low Impact: 3,NA,3
132923,5.4.6,Motivation Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
132923,6.1,Recreational activities,Ongoing,NA,NA,Low Impact: 3,NA,3
132923,8.1,Invasive non-native/alien species/diseases,Ongoing,NA,NA,Low Impact: 3,NA,3
132923,8.1.1,Unspecified species,Ongoing,NA,NA,Low Impact: 3,NA,3
132923,8.2,Problematic native species/diseases,Ongoing,NA,NA,Low Impact: 3,NA,3
132923,8.2,Problematic native species/diseases (Acanthaster planci),Ongoing,NA,NA,Low Impact: 3,Acanthaster planci,3
132923,8.2,Problematic native species/diseases (Jenneria pustulata),Ongoing,NA,NA,Low Impact: 3,Jenneria pustulata,3
132923,8.2.1,Unspecified species,Ongoing,NA,NA,Low Impact: 3,NA,3
132923,8.2.2,Named species (Acanthaster planci),Ongoing,NA,NA,Low Impact: 3,Acanthaster planci,3
132923,8.2.2,Named species (Jenneria pustulata),Ongoing,NA,NA,Low Impact: 3,Jenneria pustulata,3
132923,9.1,Domestic & urban waste water,Ongoing,NA,NA,Low Impact: 3,NA,3
132923,9.1.3,Type Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
132923,9.2,Industrial & military effluents,Ongoing,NA,NA,Low Impact: 3,NA,3
132923,9.2.3,Type Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
132923,9.3,Agricultural & forestry effluents,Ongoing,NA,NA,Low Impact: 3,NA,3
132923,9.3.2,"Soil erosion, sedimentation",Ongoing,NA,NA,Low Impact: 3,NA,3
132923,9.3.4,Type Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
132923,9.5,Air-borne pollutants,Ongoing,NA,NA,Low Impact: 3,NA,3
132923,9.5.3,Ozone,Ongoing,NA,NA,Low Impact: 3,NA,3
132924,1.1,Housing & urban areas,Ongoing,NA,NA,Low Impact: 3,NA,3
132924,11.3,Temperature extremes,Ongoing,NA,NA,Low Impact: 3,NA,3
132924,11.4,Storms & flooding,Ongoing,NA,NA,Low Impact: 3,NA,3
132924,1.2,Commercial & industrial areas,Ongoing,NA,NA,Low Impact: 3,NA,3
132924,1.3,Tourism & recreation areas,Ongoing,NA,NA,Low Impact: 3,NA,3
132924,4.3,Shipping lanes,Ongoing,NA,NA,Low Impact: 3,NA,3
132924,5.4,Fishing & harvesting aquatic resources,Ongoing,NA,NA,Low Impact: 3,NA,3
132924,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,NA,NA,Low Impact: 3,NA,3
132924,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,NA,NA,Low Impact: 3,NA,3
132924,5.4.6,Motivation Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
132924,6.1,Recreational activities,Ongoing,NA,NA,Low Impact: 3,NA,3
132924,8.1,Invasive non-native/alien species/diseases,Ongoing,NA,NA,Low Impact: 3,NA,3
132924,8.1.1,Unspecified species,Ongoing,NA,NA,Low Impact: 3,NA,3
132924,8.2,Problematic native species/diseases,Ongoing,NA,NA,Low Impact: 3,NA,3
132924,8.2.1,Unspecified species,Ongoing,NA,NA,Low Impact: 3,NA,3
132924,9.1,Domestic & urban waste water,Ongoing,NA,NA,Low Impact: 3,NA,3
132924,9.1.3,Type Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
132924,9.2,Industrial & military effluents,Ongoing,NA,NA,Low Impact: 3,NA,3
132924,9.2.3,Type Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
132924,9.3,Agricultural & forestry effluents,Ongoing,NA,NA,Low Impact: 3,NA,3
132924,9.3.2,"Soil erosion, sedimentation",Ongoing,NA,NA,Low Impact: 3,NA,3
132924,9.3.4,Type Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
132924,9.5,Air-borne pollutants,Ongoing,NA,NA,Low Impact: 3,NA,3
132924,9.5.3,Ozone,Ongoing,NA,NA,Low Impact: 3,NA,3
132925,1.1,Housing & urban areas,Ongoing,NA,NA,Low Impact: 3,NA,3
132925,11.3,Temperature extremes,Ongoing,NA,NA,Low Impact: 3,NA,3
132925,11.4,Storms & flooding,Ongoing,NA,NA,Low Impact: 3,NA,3
132925,1.2,Commercial & industrial areas,Ongoing,NA,NA,Low Impact: 3,NA,3
132925,1.3,Tourism & recreation areas,Ongoing,NA,NA,Low Impact: 3,NA,3
132925,4.3,Shipping lanes,Ongoing,NA,NA,Low Impact: 3,NA,3
132925,5.4,Fishing & harvesting aquatic resources,Ongoing,NA,NA,Low Impact: 3,NA,3
132925,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,NA,NA,Low Impact: 3,NA,3
132925,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,NA,NA,Low Impact: 3,NA,3
132925,5.4.6,Motivation Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
132925,6.1,Recreational activities,Ongoing,NA,NA,Low Impact: 3,NA,3
132925,8.1,Invasive non-native/alien species/diseases,Ongoing,NA,NA,Low Impact: 3,NA,3
132925,8.1.1,Unspecified species,Ongoing,NA,NA,Low Impact: 3,NA,3
132925,8.2,Problematic native species/diseases,Ongoing,NA,NA,Low Impact: 3,NA,3
132925,8.2.1,Unspecified species,Ongoing,NA,NA,Low Impact: 3,NA,3
132925,9.1,Domestic & urban waste water,Ongoing,NA,NA,Low Impact: 3,NA,3
132925,9.1.3,Type Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
132925,9.2,Industrial & military effluents,Ongoing,NA,NA,Low Impact: 3,NA,3
132925,9.2.3,Type Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
132925,9.3,Agricultural & forestry effluents,Ongoing,NA,NA,Low Impact: 3,NA,3
132925,9.3.2,"Soil erosion, sedimentation",Ongoing,NA,NA,Low Impact: 3,NA,3
132925,9.3.4,Type Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
132925,9.5,Air-borne pollutants,Ongoing,NA,NA,Low Impact: 3,NA,3
132925,9.5.3,Ozone,Ongoing,NA,NA,Low Impact: 3,NA,3
132926,1.1,Housing & urban areas,Ongoing,NA,NA,Low Impact: 3,NA,3
132926,11.3,Temperature extremes,Ongoing,NA,NA,Low Impact: 3,NA,3
132926,11.4,Storms & flooding,Ongoing,NA,NA,Low Impact: 3,NA,3
132926,1.2,Commercial & industrial areas,Ongoing,NA,NA,Low Impact: 3,NA,3
132926,1.3,Tourism & recreation areas,Ongoing,NA,NA,Low Impact: 3,NA,3
132926,4.3,Shipping lanes,Ongoing,NA,NA,Low Impact: 3,NA,3
132926,5.4,Fishing & harvesting aquatic resources,Ongoing,NA,NA,Low Impact: 3,NA,3
132926,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,NA,NA,Low Impact: 3,NA,3
132926,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,NA,NA,Low Impact: 3,NA,3
132926,5.4.6,Motivation Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
132926,6.1,Recreational activities,Ongoing,NA,NA,Low Impact: 3,NA,3
132926,8.1,Invasive non-native/alien species/diseases,Ongoing,NA,NA,Low Impact: 3,NA,3
132926,8.1.1,Unspecified species,Ongoing,NA,NA,Low Impact: 3,NA,3
132926,8.2,Problematic native species/diseases,Ongoing,NA,NA,Low Impact: 3,NA,3
132926,8.2.1,Unspecified species,Ongoing,NA,NA,Low Impact: 3,NA,3
132926,9.1,Domestic & urban waste water,Ongoing,NA,NA,Low Impact: 3,NA,3
132926,9.1.3,Type Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
132926,9.2,Industrial & military effluents,Ongoing,NA,NA,Low Impact: 3,NA,3
132926,9.2.3,Type Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
132926,9.3,Agricultural & forestry effluents,Ongoing,NA,NA,Low Impact: 3,NA,3
132926,9.3.2,"Soil erosion, sedimentation",Ongoing,NA,NA,Low Impact: 3,NA,3
132926,9.3.4,Type Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
132926,9.5,Air-borne pollutants,Ongoing,NA,NA,Low Impact: 3,NA,3
132926,9.5.3,Ozone,Ongoing,NA,NA,Low Impact: 3,NA,3
132927,1.1,Housing & urban areas,Ongoing,NA,NA,Low Impact: 3,NA,3
132927,11.3,Temperature extremes,Ongoing,NA,NA,Low Impact: 3,NA,3
132927,11.4,Storms & flooding,Ongoing,NA,NA,Low Impact: 3,NA,3
132927,1.2,Commercial & industrial areas,Ongoing,NA,NA,Low Impact: 3,NA,3
132927,1.3,Tourism & recreation areas,Ongoing,NA,NA,Low Impact: 3,NA,3
132927,4.3,Shipping lanes,Ongoing,NA,NA,Low Impact: 3,NA,3
132927,5.4,Fishing & harvesting aquatic resources,Ongoing,NA,NA,Low Impact: 3,NA,3
132927,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,NA,NA,Low Impact: 3,NA,3
132927,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,NA,NA,Low Impact: 3,NA,3
132927,5.4.6,Motivation Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
132927,6.1,Recreational activities,Ongoing,NA,NA,Low Impact: 3,NA,3
132927,8.1,Invasive non-native/alien species/diseases,Ongoing,NA,NA,Low Impact: 3,NA,3
132927,8.1.1,Unspecified species,Ongoing,NA,NA,Low Impact: 3,NA,3
132927,8.2,Problematic native species/diseases,Ongoing,NA,NA,Low Impact: 3,NA,3
132927,8.2.1,Unspecified species,Ongoing,NA,NA,Low Impact: 3,NA,3
132927,9.1,Domestic & urban waste water,Ongoing,NA,NA,Low Impact: 3,NA,3
132927,9.1.3,Type Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
132927,9.2,Industrial & military effluents,Ongoing,NA,NA,Low Impact: 3,NA,3
132927,9.2.3,Type Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
132927,9.3,Agricultural & forestry effluents,Ongoing,NA,NA,Low Impact: 3,NA,3
132927,9.3.2,"Soil erosion, sedimentation",Ongoing,NA,NA,Low Impact: 3,NA,3
132927,9.3.4,Type Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
132927,9.5,Air-borne pollutants,Ongoing,NA,NA,Low Impact: 3,NA,3
132927,9.5.3,Ozone,Ongoing,NA,NA,Low Impact: 3,NA,3
132928,1.1,Housing & urban areas,Ongoing,NA,NA,Low Impact: 3,NA,3
132928,11.3,Temperature extremes,Ongoing,NA,NA,Low Impact: 3,NA,3
132928,11.4,Storms & flooding,Ongoing,NA,NA,Low Impact: 3,NA,3
132928,1.2,Commercial & industrial areas,Ongoing,NA,NA,Low Impact: 3,NA,3
132928,1.3,Tourism & recreation areas,Ongoing,NA,NA,Low Impact: 3,NA,3
132928,4.3,Shipping lanes,Ongoing,NA,NA,Low Impact: 3,NA,3
132928,5.4,Fishing & harvesting aquatic resources,Ongoing,NA,NA,Low Impact: 3,NA,3
132928,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,NA,NA,Low Impact: 3,NA,3
132928,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,NA,NA,Low Impact: 3,NA,3
132928,5.4.6,Motivation Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
132928,6.1,Recreational activities,Ongoing,NA,NA,Low Impact: 3,NA,3
132928,8.1,Invasive non-native/alien species/diseases,Ongoing,NA,NA,Low Impact: 3,NA,3
132928,8.1.1,Unspecified species,Ongoing,NA,NA,Low Impact: 3,NA,3
132928,8.2,Problematic native species/diseases,Ongoing,NA,NA,Low Impact: 3,NA,3
132928,8.2.1,Unspecified species,Ongoing,NA,NA,Low Impact: 3,NA,3
132928,9.1,Domestic & urban waste water,Ongoing,NA,NA,Low Impact: 3,NA,3
132928,9.1.3,Type Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
132928,9.2,Industrial & military effluents,Ongoing,NA,NA,Low Impact: 3,NA,3
132928,9.2.3,Type Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
132928,9.3,Agricultural & forestry effluents,Ongoing,NA,NA,Low Impact: 3,NA,3
132928,9.3.2,"Soil erosion, sedimentation",Ongoing,NA,NA,Low Impact: 3,NA,3
132928,9.3.4,Type Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
132928,9.5,Air-borne pollutants,Ongoing,NA,NA,Low Impact: 3,NA,3
132928,9.5.3,Ozone,Ongoing,NA,NA,Low Impact: 3,NA,3
132929,1.1,Housing & urban areas,Ongoing,NA,NA,Low Impact: 3,NA,3
132929,11.3,Temperature extremes,Ongoing,NA,NA,Low Impact: 3,NA,3
132929,11.4,Storms & flooding,Ongoing,NA,NA,Low Impact: 3,NA,3
132929,1.2,Commercial & industrial areas,Ongoing,NA,NA,Low Impact: 3,NA,3
132929,1.3,Tourism & recreation areas,Ongoing,NA,NA,Low Impact: 3,NA,3
132929,4.3,Shipping lanes,Ongoing,NA,NA,Low Impact: 3,NA,3
132929,5.4,Fishing & harvesting aquatic resources,Ongoing,NA,NA,Low Impact: 3,NA,3
132929,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,NA,NA,Low Impact: 3,NA,3
132929,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,NA,NA,Low Impact: 3,NA,3
132929,5.4.6,Motivation Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
132929,6.1,Recreational activities,Ongoing,NA,NA,Low Impact: 3,NA,3
132929,8.1,Invasive non-native/alien species/diseases,Ongoing,NA,NA,Low Impact: 3,NA,3
132929,8.1.1,Unspecified species,Ongoing,NA,NA,Low Impact: 3,NA,3
132929,8.2,Problematic native species/diseases,Ongoing,NA,NA,Low Impact: 3,NA,3
132929,8.2.1,Unspecified species,Ongoing,NA,NA,Low Impact: 3,NA,3
132929,9.1,Domestic & urban waste water,Ongoing,NA,NA,Low Impact: 3,NA,3
132929,9.1.3,Type Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
132929,9.2,Industrial & military effluents,Ongoing,NA,NA,Low Impact: 3,NA,3
132929,9.2.3,Type Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
132929,9.3,Agricultural & forestry effluents,Ongoing,NA,NA,Low Impact: 3,NA,3
132929,9.3.2,"Soil erosion, sedimentation",Ongoing,NA,NA,Low Impact: 3,NA,3
132929,9.3.4,Type Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
132929,9.5,Air-borne pollutants,Ongoing,NA,NA,Low Impact: 3,NA,3
132929,9.5.3,Ozone,Ongoing,NA,NA,Low Impact: 3,NA,3
132930,1.1,Housing & urban areas,Ongoing,NA,NA,Low Impact: 3,NA,3
132930,11.3,Temperature extremes,Ongoing,NA,NA,Low Impact: 3,NA,3
132930,11.4,Storms & flooding,Ongoing,NA,NA,Low Impact: 3,NA,3
132930,1.2,Commercial & industrial areas,Ongoing,NA,NA,Low Impact: 3,NA,3
132930,1.3,Tourism & recreation areas,Ongoing,NA,NA,Low Impact: 3,NA,3
132930,4.3,Shipping lanes,Ongoing,NA,NA,Low Impact: 3,NA,3
132930,5.4,Fishing & harvesting aquatic resources,Ongoing,NA,NA,Low Impact: 3,NA,3
132930,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,NA,NA,Low Impact: 3,NA,3
132930,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,NA,NA,Low Impact: 3,NA,3
132930,5.4.6,Motivation Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
132930,6.1,Recreational activities,Ongoing,NA,NA,Low Impact: 3,NA,3
132930,8.1,Invasive non-native/alien species/diseases,Ongoing,NA,NA,Low Impact: 3,NA,3
132930,8.1.1,Unspecified species,Ongoing,NA,NA,Low Impact: 3,NA,3
132930,8.2,Problematic native species/diseases,Ongoing,NA,NA,Low Impact: 3,NA,3
132930,8.2,Problematic native species/diseases (Acanthaster planci),Ongoing,NA,NA,Low Impact: 3,Acanthaster planci,3
132930,8.2.1,Unspecified species,Ongoing,NA,NA,Low Impact: 3,NA,3
132930,8.2.2,Named species (Acanthaster planci),Ongoing,NA,NA,Low Impact: 3,Acanthaster planci,3
132930,9.1,Domestic & urban waste water,Ongoing,NA,NA,Low Impact: 3,NA,3
132930,9.1.3,Type Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
132930,9.2,Industrial & military effluents,Ongoing,NA,NA,Low Impact: 3,NA,3
132930,9.2.3,Type Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
132930,9.3,Agricultural & forestry effluents,Ongoing,NA,NA,Low Impact: 3,NA,3
132930,9.3.2,"Soil erosion, sedimentation",Ongoing,NA,NA,Low Impact: 3,NA,3
132930,9.3.4,Type Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
132930,9.5,Air-borne pollutants,Ongoing,NA,NA,Low Impact: 3,NA,3
132930,9.5.3,Ozone,Ongoing,NA,NA,Low Impact: 3,NA,3
132931,1.1,Housing & urban areas,Ongoing,NA,NA,Low Impact: 3,NA,3
132931,11.3,Temperature extremes,Ongoing,NA,NA,Low Impact: 3,NA,3
132931,11.4,Storms & flooding,Ongoing,NA,NA,Low Impact: 3,NA,3
132931,1.2,Commercial & industrial areas,Ongoing,NA,NA,Low Impact: 3,NA,3
132931,1.3,Tourism & recreation areas,Ongoing,NA,NA,Low Impact: 3,NA,3
132931,4.3,Shipping lanes,Ongoing,NA,NA,Low Impact: 3,NA,3
132931,5.4,Fishing & harvesting aquatic resources,Ongoing,NA,NA,Low Impact: 3,NA,3
132931,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,NA,NA,Low Impact: 3,NA,3
132931,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,NA,NA,Low Impact: 3,NA,3
132931,5.4.6,Motivation Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
132931,6.1,Recreational activities,Ongoing,NA,NA,Low Impact: 3,NA,3
132931,8.1,Invasive non-native/alien species/diseases,Ongoing,NA,NA,Low Impact: 3,NA,3
132931,8.1.1,Unspecified species,Ongoing,NA,NA,Low Impact: 3,NA,3
132931,8.2,Problematic native species/diseases,Ongoing,NA,NA,Low Impact: 3,NA,3
132931,8.2,Problematic native species/diseases (Acanthaster planci),Ongoing,NA,NA,Low Impact: 3,Acanthaster planci,3
132931,8.2.1,Unspecified species,Ongoing,NA,NA,Low Impact: 3,NA,3
132931,8.2.2,Named species (Acanthaster planci),Ongoing,NA,NA,Low Impact: 3,Acanthaster planci,3
132931,9.1,Domestic & urban waste water,Ongoing,NA,NA,Low Impact: 3,NA,3
132931,9.1.3,Type Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
132931,9.2,Industrial & military effluents,Ongoing,NA,NA,Low Impact: 3,NA,3
132931,9.2.3,Type Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
132931,9.3,Agricultural & forestry effluents,Ongoing,NA,NA,Low Impact: 3,NA,3
132931,9.3.2,"Soil erosion, sedimentation",Ongoing,NA,NA,Low Impact: 3,NA,3
132931,9.3.4,Type Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
132931,9.5,Air-borne pollutants,Ongoing,NA,NA,Low Impact: 3,NA,3
132931,9.5.3,Ozone,Ongoing,NA,NA,Low Impact: 3,NA,3
132932,1.1,Housing & urban areas,Ongoing,NA,NA,Low Impact: 3,NA,3
132932,11.3,Temperature extremes,Ongoing,NA,NA,Low Impact: 3,NA,3
132932,11.4,Storms & flooding,Ongoing,NA,NA,Low Impact: 3,NA,3
132932,1.2,Commercial & industrial areas,Ongoing,NA,NA,Low Impact: 3,NA,3
132932,1.3,Tourism & recreation areas,Ongoing,NA,NA,Low Impact: 3,NA,3
132932,4.3,Shipping lanes,Ongoing,NA,NA,Low Impact: 3,NA,3
132932,5.4,Fishing & harvesting aquatic resources,Ongoing,NA,NA,Low Impact: 3,NA,3
132932,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,NA,NA,Low Impact: 3,NA,3
132932,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,NA,NA,Low Impact: 3,NA,3
132932,5.4.6,Motivation Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
132932,6.1,Recreational activities,Ongoing,NA,NA,Low Impact: 3,NA,3
132932,8.1,Invasive non-native/alien species/diseases,Ongoing,NA,NA,Low Impact: 3,NA,3
132932,8.1.1,Unspecified species,Ongoing,NA,NA,Low Impact: 3,NA,3
132932,8.2,Problematic native species/diseases,Ongoing,NA,NA,Low Impact: 3,NA,3
132932,8.2,Problematic native species/diseases (Acanthaster planci),Ongoing,NA,NA,Low Impact: 3,Acanthaster planci,3
132932,8.2.1,Unspecified species,Ongoing,NA,NA,Low Impact: 3,NA,3
132932,8.2.2,Named species (Acanthaster planci),Ongoing,NA,NA,Low Impact: 3,Acanthaster planci,3
132932,9.1,Domestic & urban waste water,Ongoing,NA,NA,Low Impact: 3,NA,3
132932,9.1.3,Type Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
132932,9.2,Industrial & military effluents,Ongoing,NA,NA,Low Impact: 3,NA,3
132932,9.2.3,Type Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
132932,9.3,Agricultural & forestry effluents,Ongoing,NA,NA,Low Impact: 3,NA,3
132932,9.3.2,"Soil erosion, sedimentation",Ongoing,NA,NA,Low Impact: 3,NA,3
132932,9.3.4,Type Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
132932,9.5,Air-borne pollutants,Ongoing,NA,NA,Low Impact: 3,NA,3
132932,9.5.3,Ozone,Ongoing,NA,NA,Low Impact: 3,NA,3
132933,1.1,Housing & urban areas,Ongoing,NA,NA,Low Impact: 3,NA,3
132933,11.3,Temperature extremes,Ongoing,NA,NA,Low Impact: 3,NA,3
132933,11.4,Storms & flooding,Ongoing,NA,NA,Low Impact: 3,NA,3
132933,1.2,Commercial & industrial areas,Ongoing,NA,NA,Low Impact: 3,NA,3
132933,1.3,Tourism & recreation areas,Ongoing,NA,NA,Low Impact: 3,NA,3
132933,4.3,Shipping lanes,Ongoing,NA,NA,Low Impact: 3,NA,3
132933,5.4,Fishing & harvesting aquatic resources,Ongoing,NA,NA,Low Impact: 3,NA,3
132933,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,NA,NA,Low Impact: 3,NA,3
132933,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,NA,NA,Low Impact: 3,NA,3
132933,5.4.6,Motivation Unknown/Unrecorded,Ongoing,NA,NA,Low Impact: 3,NA,3
132933,6.1,Recreational activities,Ongoing,NA,NA,Low Impact: 3,NA,3
132933,8.1,Invasive non-native/alien species/diseases,Ongoing,NA,NA,Low Impact: 3,NA,3
132933,8.1.1,Unspecified species,Ongoing,NA,NA,Low Impact: 3,NA,3
