iucn_sid,habs,max_depth
22694240,"10.1, 10.2, 9.1, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",200 m +
22694245,"10.1, 10.2, 9.1, 9.10, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",200 m +
22694251,"10.1, 10.2, 9.1, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",200 m +
22694256,"12.2, 12.2, 12.3, 12.3, 12.4, 12.4, 12.5, 12.5, 9.10, 9.10, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",< 200 m
22694271,"12.1, 12.1, 12.2, 12.3, 12.6, 12.6, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",< 200 m
22694279,"12.1, 12.2, 12.3, 12.6, 13.1, 9.1, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",< 200 m
22694282,"12.1, 13.1, 9.1, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",< 200 m
22694286,"12.1, 12.1, 12.2, 12.3, 12.3, 12.4, 12.4, 12.6, 12.6, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",< 200 m
22694289,"12.1, 12.2, 12.2, 12.3, 12.3, 12.6, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",< 200 m
22694292,"12.2, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",< 200 m
22694296,"12.1, 12.2, 12.2, 12.3, 12.3, 12.6, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",< 200 m
22694299,"12.1, 12.2, 12.3, 12.6, 13.1, 9.1, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",< 200 m
22694303,"12.1, 12.1, 12.2, 12.2, 12.3, 12.3, 12.4, 12.4, 12.6, 12.6, 13.1, 13.1, 9.1, 9.1, 9.10, 9.10, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.8.1, 9.8.1, 9.8.2, 9.8.2, 9.8.3, 9.8.3, 9.8.4, 9.8.4, 9.8.5, 9.8.5, 9.8.6, 9.8.6, 9.9, 9.9",< 200 m
22694308,"12.1, 12.1, 12.2, 12.2, 12.3, 12.3, 12.4, 12.4, 12.6, 12.6, 13.1, 9.1, 9.10, 9.10, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",< 200 m
22694313,"10.1, 10.2, 12.1, 12.2, 12.3, 12.3, 12.6, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22694317,"9.1, 9.10, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",< 200 m
22694321,"12.1, 12.1, 12.2, 12.2, 12.3, 12.3, 12.4, 12.4, 12.6, 12.6, 9.1, 9.1, 9.10, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",< 200 m
22694324,"12.1, 12.2, 12.2, 12.3, 12.3, 12.6, 13.1, 9.1, 9.1, 9.10, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",< 200 m
22694329,"12.1, 12.2, 12.3, 12.6, 13.1, 9.1, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",< 200 m
22694334,"12.1, 12.1, 12.6, 12.6, 13.1, 9.1, 9.1, 9.10, 9.10, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",< 200 m
22694337,"12.1, 12.1, 12.2, 12.2, 12.3, 12.6, 12.6, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",< 200 m
22694340,"12.2, 13.1, 9.1, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",< 200 m
22694343,"12.1, 12.2, 12.3, 12.6, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",< 200 m
22694346,"12.1, 12.1, 12.6, 12.6, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",< 200 m
22694357,"12.1, 12.2, 12.3, 13.1, 9.10, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",< 200 m
22694362,"12.2, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",< 200 m
22694373,"10.1, 10.1, 10.2, 10.2, 12.2, 13.1, 9.1, 9.1, 9.10, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22694379,"12.1, 12.1, 12.2, 12.2, 12.3, 12.3, 9.10, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",< 200 m
22694384,"9.2, 9.3, 9.4, 9.5, 9.7, 9.9",< 200 m
22694387,"12.1, 12.2, 12.3, 12.6, 13.1, 9.10, 9.10",< 200 m
22694393,"12.1, 12.2, 12.3, 12.4, 13.1, 9.10, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",< 200 m
22694413,"12.1, 12.2, 12.3, 13.1, 9.10, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",< 200 m
22694417,"12.5, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",< 200 m
22694420,"12.1, 12.2, 12.3, 12.5, 12.6, 9.1, 9.1, 9.10, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",< 200 m
22694428,"12.1, 12.2, 12.3, 12.6, 13.1, 9.10, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",< 200 m
22694432,"9.1, 9.10, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",< 200 m
22694436,"12.5, 9.10",< 200 m
22694443,"12.5, 9.1, 9.1, 9.10, 9.10, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",< 200 m
22694447,9.10,< 200 m
22694452,"12.2, 12.3, 9.1",< 200 m
22694455,"12.2, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",< 200 m
22694462,"10.1, 10.2, 12.1, 12.2, 12.3, 12.4, 13.1, 9.1, 9.10, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",200 m +
22694469,"10.1, 10.2, 12.2, 12.2, 9.1, 9.10, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22694473,"10.1, 12.1, 12.2, 13.1, 17, 9.1",200 m +
22694476,"10.1, 10.2, 9.1, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",200 m +
22694479,"10.1, 10.2, 9.1, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",200 m +
22694493,"12.1, 12.3, 12.6, 13.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",< 200 m
22694497,"10.1, 10.1, 10.2, 10.2, 12.1, 12.2, 12.6, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22694502,"10.1, 10.1, 13.1, 9.1, 9.1",200 m +
22694524,"12.5, 12.5, 9.1, 9.1, 9.10, 9.10, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",< 200 m
22694537,"12.4, 9.10",< 200 m
22694542,"12.2, 12.5, 9.1, 9.1, 9.10, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",< 200 m
22694552,"12.2, 12.2, 12.4, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",< 200 m
22694561,"12.2, 9.1, 9.1, 9.10, 9.10, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.8.1, 9.8.2, 9.8.3, 9.8.4, 9.8.5, 9.8.6, 9.9, 9.9",< 200 m
22694571,"12.2, 13.1, 9.1, 9.1, 9.10, 9.10, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.8.1, 9.8.2, 9.8.3, 9.8.4, 9.8.5, 9.8.6, 9.9, 9.9",< 200 m
22694585,"12.2, 12.3, 12.4, 9.1, 9.5",< 200 m
22694591,"10.1, 10.2, 12.1, 12.2, 12.2, 12.3, 12.4, 9.1, 9.1, 9.10, 9.10, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.8.1, 9.8.2, 9.8.3, 9.8.4, 9.8.5, 9.8.6, 9.9, 9.9",200 m +
22694601,"10.1, 10.1, 10.2, 10.2, 12.2, 12.5, 13.1, 9.1, 9.1, 9.10, 9.10, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.8.1, 9.8.1, 9.8.2, 9.8.2, 9.8.3, 9.8.3, 9.8.4, 9.8.4, 9.8.5, 9.8.5, 9.8.6, 9.8.6, 9.9, 9.9",200 m +
22694607,"12.1, 12.2, 13.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",< 200 m
22694612,"12.1, 12.1, 12.2, 12.2, 12.6, 12.6, 13.1, 13.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.8.1, 9.8.1, 9.8.2, 9.8.2, 9.8.3, 9.8.3, 9.8.4, 9.8.4, 9.8.5, 9.8.5, 9.8.6, 9.8.6, 9.9, 9.9",< 200 m
22694618,"12.1, 12.2, 12.6, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",< 200 m
22694623,"12.1, 12.2, 12.3, 13.1, 9.1, 9.1, 9.10, 9.10, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",< 200 m
22694629,"12.2, 12.3, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",< 200 m
22694635,"12.1, 12.3, 12.6, 13.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",< 200 m
22694641,"9.1, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",< 200 m
22694646,"9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",< 200 m
22694651,"12.5, 12.5, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",< 200 m
22694656,"9.1, 9.10, 9.10, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",< 200 m
22694666,"12.1, 12.1, 12.2, 12.2, 12.3, 12.3, 12.4, 12.4, 12.6, 12.6, 13.1, 13.1, 9.1, 9.10, 9.10, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",< 200 m
22694673,"12.5, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",< 200 m
22694685,"12.2, 9.1",< 200 m
22694691,"12.2, 12.3, 9.1, 9.1",< 200 m
22694699,"12.1, 12.1, 12.2, 12.2, 12.3, 12.3, 12.4, 12.4, 13.1, 13.1, 9.1, 9.1, 9.10, 9.10",< 200 m
22694705,"12.1, 12.2, 12.3, 13.1, 9.1, 9.1, 9.10, 9.10, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.8.1, 9.8.1, 9.8.2, 9.8.2, 9.8.3, 9.8.3, 9.8.4, 9.8.4, 9.8.5, 9.8.5, 9.8.6, 9.8.6, 9.9, 9.9",< 200 m
22694716,"10.1, 12.2, 12.3, 9.1, 9.1",200 m +
22694722,"12.1, 12.2, 12.3, 12.6, 13.1, 9.1, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",< 200 m
22694730,"10.1, 10.1, 10.2, 10.2, 12.1, 12.2, 12.3, 12.6, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22694740,"10.1, 10.1, 10.2, 10.2, 12.1, 12.2, 12.3, 12.6, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22694750,"12.3, 13.1, 9.10",< 200 m
22694764,"12.5, 12.5",< 20 m
22694782,"12.1, 12.6",< 20 m
22694787,"10.1, 10.2, 9.1, 9.10, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",200 m +
22694791,"12.1, 12.2, 12.3, 12.6, 9.10",< 200 m
22694794,"10.1, 10.2, 13.1, 9.1, 9.2, 9.3, 9.4, 9.5, 9.7, 9.8.1, 9.8.2, 9.8.3, 9.8.4, 9.8.5, 9.8.6, 9.9",200 m +
22694799,"10.1, 10.2, 13.1, 9.1, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",200 m +
22694805,"10.1, 10.2, 13.1, 9.1, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",200 m +
22694821,"13.1, 9.1, 9.2, 9.3, 9.4, 9.5, 9.7, 9.8.1, 9.8.2, 9.8.3, 9.8.4, 9.8.5, 9.8.6, 9.9",< 200 m
22694830,"12.1, 12.6, 13.1, 9.1, 9.2, 9.3, 9.4, 9.5, 9.7, 9.8.1, 9.8.2, 9.8.3, 9.8.4, 9.8.5, 9.8.6, 9.9",< 200 m
22694834,"12.1, 12.1, 12.2, 12.2, 12.6, 12.6, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",< 200 m
22694837,"10.1, 10.1, 10.2, 10.2, 12.1, 12.6, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22694841,"10.1, 10.1, 10.2, 10.2, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22694847,"10.1, 10.1, 10.2, 10.2, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22694852,"10.1, 10.2, 12.1, 12.6, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22694856,"10.1, 10.2, 12.1, 9.1, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",200 m +
22694861,"10.1, 10.2, 12.1, 12.6, 13.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22694864,"10.1, 10.2, 12.1, 12.1, 12.6, 12.6, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22694867,"10.1, 10.2, 12.1, 12.6, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22694870,"10.1, 9.1",200 m +
22694875,"10.1, 10.2, 9.1, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",200 m +
22694887,"10.1, 13.1, 9.1",200 m +
22694896,"10.1, 10.2, 12.1, 12.6, 13.1, 9.1, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",200 m +
22694899,"10.1, 13.1, 9.1",200 m +
22694903,"10.1, 10.2, 13.1, 9.1, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",200 m +
22694906,"10.1, 10.2, 12.1, 12.6, 13.1, 9.1, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",200 m +
22694915,"10.1, 10.2, 12.1, 12.6, 13.1, 9.1, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",200 m +
22694918,"10.1, 10.2, 12.1, 12.6, 13.1, 9.1, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",200 m +
22694921,"10.1, 10.2, 12.1, 12.6, 13.1, 9.1, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",200 m +
22694924,"10.1, 10.2, 9.1, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",200 m +
22694927,"10.1, 10.1, 13.1, 9.1, 9.1",200 m +
22694931,"10.1, 10.2, 13.1, 9.1, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",200 m +
22694934,"10.1, 10.1, 10.2, 10.2, 12.1, 12.6, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22694938,"9.10, 9.10, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",< 200 m
22695021,12.4,< 20 m
22695036,"12.4, 12.4",< 20 m
22695091,"9.10, 9.10",< 200 m
22695094,"12.1, 12.2, 12.3, 12.6, 9.10",< 200 m
22695097,"12.1, 12.2, 12.3, 13.1, 9.10",< 200 m
22695105,"12.1, 12.2, 12.3",< 20 m
22695115,"9.2, 9.3, 9.4, 9.5, 9.7, 9.9",< 200 m
22695121,"12.1, 13.1, 9.10",< 200 m
22695137,"12.1, 12.1, 13.1, 13.1, 9.10, 9.10, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",< 200 m
22695144,"12.1, 12.1, 12.2, 12.2, 12.3, 12.3, 12.6, 12.6, 9.10, 9.10",< 200 m
22695147,"12.1, 12.1, 12.2, 12.2, 12.3, 12.3, 13.1, 13.1, 9.10, 9.10",< 200 m
22695163,9.10,< 200 m
22695363,"12.5, 12.5",< 20 m
22695909,"12.1, 12.6",< 20 m
22696247,"12.1, 12.6",< 20 m
22696354,12.4,< 20 m
22696391,"12.1, 12.2, 12.3, 13.1",< 20 m
22696453,12.5,< 20 m
22696495,12.4,< 20 m
22696500,13.1,unknown
22696545,"9.10, 9.10",< 200 m
22696589,"12.5, 12.5, 9.10, 9.10",< 200 m
22696596,"9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",< 200 m
22696599,"9.10, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",< 200 m
22696602,"9.10, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",< 200 m
22696606,"9.1, 9.10",< 200 m
22696610,"9.10, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",< 200 m
22696628,9.10,< 200 m
22696637,"10.1, 10.1, 10.2, 10.2, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22696641,"10.1, 10.1, 10.2, 10.2, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22696645,"10.1, 10.1, 10.2, 10.2, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22696649,"10.1, 9.1",200 m +
22696657,"10.1, 10.1, 10.2, 10.2, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22696668,"10.1, 13.1, 9.1",200 m +
22696675,"10.1, 10.2, 13.1, 9.1, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",200 m +
22696683,"10.1, 10.2, 13.1, 9.1, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",200 m +
22696686,"10.1, 10.2, 13.1, 13.1, 9.1, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",200 m +
22696694,"10.1, 10.1, 10.2, 10.2, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",200 m +
22696698,"10.1, 10.2, 13.1, 9.1, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",200 m +
22696705,9.10,< 200 m
22696712,9.10,< 200 m
22696719,9.10,< 200 m
22696725,"13.1, 9.10, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",< 200 m
22696730,"12.1, 13.1, 9.10, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",< 200 m
22696743,"9.1, 9.10, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",< 200 m
22696750,12.1,< 20 m
22696753,"17, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",< 200 m
22696756,"12.1, 9.1, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",< 200 m
22696766,"12.1, 13.1, 9.1",< 200 m
22696770,"12.1, 13.1, 9.1, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",< 200 m
22696773,"9.1, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",< 200 m
22696776,"9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",< 200 m
22696779,"9.1, 9.10, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",< 200 m
22696782,"9.1, 9.10, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",< 200 m
22696788,9.10,< 200 m
22696792,"9.1, 9.1, 9.10, 9.10, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",< 200 m
22696799,"12.1, 12.1, 12.6, 12.6, 13.1, 13.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",< 200 m
22696802,"12.2, 13.1, 13.1, 9.1, 9.1",< 200 m
22696806,"12.1, 13.1, 9.1",< 200 m
22696810,"10.1, 10.2, 13.1, 9.1, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",200 m +
22696813,"12.1, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",< 200 m
22696840,"13.1, 9.1",< 200 m
22696846,"10.1, 13.1, 9.1",200 m +
22696853,"12.1, 12.6, 13.1, 9.1",< 200 m
22696861,"12.1, 12.6, 13.1, 9.1, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",< 200 m
22696869,"12.1, 12.6, 13.1, 9.1",< 200 m
22696876,"13.1, 9.1",< 200 m
22696883,"13.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",< 200 m
22696887,"12.1, 13.1, 9.1, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",< 200 m
22696894,"12.1, 12.1, 12.6, 12.6, 13.1, 13.1, 9.1, 9.1, 9.2, 9.2, 9.3, 9.3, 9.4, 9.4, 9.5, 9.5, 9.7, 9.7, 9.9, 9.9",< 200 m
22696898,"12.1, 13.1, 9.1, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",< 200 m
22696901,"12.1, 12.6, 13.1, 9.1, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",< 200 m
22696907,"12.1, 13.1, 9.1",< 200 m
22696916,"12.1, 12.1, 12.2, 12.3, 12.3, 12.4, 12.4, 12.6, 12.6, 13.1",< 20 m
22696926,"12.4, 9.10",< 200 m
22696931,"12.1, 12.1, 12.2, 12.2, 12.3, 12.3, 12.4, 12.4",< 20 m
22696938,"12.1, 12.1, 12.2, 12.2, 12.3, 12.3, 12.4, 12.4, 12.5, 12.5, 12.6, 12.6, 13.1, 13.1, 9.10, 9.10, 9.8.1, 9.8.1, 9.8.2, 9.8.2, 9.8.3, 9.8.3, 9.8.4, 9.8.4, 9.8.5, 9.8.5, 9.8.6, 9.8.6",< 200 m
22696944,"12.5, 12.5",< 20 m
22696974,"12.5, 12.5",< 20 m
22696977,"12.1, 12.1, 12.4",< 20 m
22696980,"12.1, 12.1, 12.2, 12.3, 12.4, 12.4, 12.6, 12.6, 13.1, 13.1, 9.10, 9.10, 9.8.1, 9.8.1, 9.8.2, 9.8.2, 9.8.3, 9.8.3, 9.8.4, 9.8.4, 9.8.5, 9.8.5, 9.8.6, 9.8.6",< 200 m
22696993,"12.4, 12.4, 12.5, 12.5, 9.10, 9.10",< 200 m
22696998,"12.4, 12.4",< 20 m
22697008,"9.10, 9.10",< 200 m
22697012,"12.4, 9.10",< 200 m
22697017,"9.10, 9.10",< 200 m
22697028,"12.4, 9.10",< 200 m
22697031,"12.4, 12.4",< 20 m
22697037,"12.2, 12.2, 12.4, 12.4",< 20 m
22697043,"12.4, 12.4",< 20 m
22697123,"9.10, 9.10",< 200 m
22697128,12.4,< 20 m
22697133,"12.5, 12.5",< 20 m
22697143,9.10,< 200 m
22697203,"12.5, 12.5",< 20 m
22697211,12.5,< 20 m
22697219,"9.10, 9.10",< 200 m
22697314,12.5,< 20 m
22697334,"12.4, 12.4, 9.10, 9.10",< 200 m
22697353,12.5,< 20 m
22697360,"9.10, 9.10",< 200 m
22697365,"12.4, 9.10",< 200 m
22697369,"12.4, 9.10",< 200 m
22697516,"12.5, 12.5",< 20 m
22697519,"9.10, 9.10",< 200 m
22697555,"9.10, 9.10",< 200 m
22697561,"9.10, 9.10",< 200 m
22697564,9.10,< 200 m
22697568,"12.4, 13.1",< 20 m
22697590,"12.4, 9.2, 9.3, 9.4, 9.5, 9.7, 9.9",< 200 m
22697595,"12.2, 13.1, 9.10, 9.2, 9.3, 9.4, 9.5, 9.7, 9.8.1, 9.8.2, 9.8.3, 9.8.4, 9.8.5, 9.8.6, 9.9",< 200 m
22697599,9.10,< 200 m
22697608,"12.2, 12.3, 9.10, 9.10",< 200 m
22697611,9.10,< 200 m
