loiczid,meow_id,meow_adj
27834,18,174
27835,17,174
27836,17,174
27837,17,174
27838,17,174
27839,17,174
27840,17,174
27841,17,174
27842,17,174
27843,17,80
27844,17,80
27845,17,80
27846,17,80
27847,17,80
27848,17,80
27849,17,80
27850,17,80
27851,17,80
27852,17,80
27853,17,80
27854,17,80
27855,17,80
27866,17,80
27867,17,80
27868,17,80
28041,15,221
28042,15,221
28043,15,221
28044,15,221
28045,15,221
28046,15,221
28050,15,221
28051,15,221
28054,15,221
28057,15,221
28059,15,221
28060,15,221
28061,15,221
28062,15,221
28064,15,221
28076,15,221
28077,15,221
28078,13,221
28079,13,221
28081,13,64
28082,13,64
28083,13,64
28084,13,64
28085,13,64
28086,13,64
28087,13,64
28088,13,64
28089,13,64
28090,13,64
28091,13,64
28092,13,64
28093,13,64
28094,13,64
28095,13,64
28096,13,64
28097,13,64
28098,13,64
28099,13,64
28100,13,64
28101,13,64
28102,13,64
28103,13,64
28104,13,64
28105,13,64
28106,13,64
28107,13,64
28108,13,64
28109,13,64
28110,13,64
28111,13,64
28112,13,64
28113,13,64
28114,13,64
28115,13,64
28116,13,64
28117,13,64
28118,13,64
28119,13,64
28144,12,43
28145,12,43
28146,12,43
28147,12,43
28148,12,43
28149,12,43
28150,12,43
28151,12,43
28152,12,43
28153,12,43
28154,12,43
28155,12,43
28156,12,43
28157,12,43
28158,12,43
28159,12,43
28160,12,43
28161,12,43
28162,12,43
28164,12,43
28165,12,43
28166,12,43
28167,12,43
28168,12,43
28169,12,43
28170,12,43
28171,12,43
28172,12,43
28173,12,43
28174,12,43
28175,12,43
28176,12,43
28177,12,43
28178,12,43
28179,12,43
28180,12,43
28181,12,43
28182,12,43
28183,12,43
28184,12,43
28185,12,43
28186,11,43
28187,11,43
28188,11,43
28189,11,43
28190,11,43
28191,11,43
28192,11,43
28193,11,43
28194,11,43
28195,11,206
28196,11,206
28197,11,206
28198,11,206
28199,11,206
28200,11,206
28201,11,206
28202,11,206
28203,11,206
28204,11,206
28205,11,206
28206,11,206
28207,11,206
28208,11,206
28209,11,206
28210,11,206
28211,11,206
28212,11,206
28213,11,206
28214,11,206
28216,11,206
28278,8,22
28279,8,22
28280,8,22
28283,8,22
28284,8,22
28285,8,22
28301,7,114
28302,7,114
28303,7,114
28304,7,114
28305,7,114
28306,7,114
28307,7,114
28308,7,114
28309,7,114
28310,7,114
28311,7,114
28314,7,114
28315,7,114
28316,7,114
28317,7,114
28318,7,114
28319,7,114
28323,4,48
28324,4,48
28325,4,48
28326,4,48
28327,4,48
28328,4,48
28329,4,48
28330,4,48
28331,4,48
28332,4,48
28333,4,48
28334,4,48
28335,4,48
28336,4,48
28337,4,48
28384,3,50
28385,3,50
28386,3,50
28387,3,50
28389,3,50
28390,3,50
28391,3,50
28395,3,50
28396,3,50
28397,3,50
28398,3,50
28399,3,50
28400,3,50
28401,3,50
28402,3,50
28403,3,50
28404,3,50
28416,2,81
28417,2,81
28418,2,81
28419,2,81
28420,2,81
28421,2,81
28422,2,81
28423,2,81
28424,2,81
28425,2,81
28426,2,81
28427,2,81
28428,2,81
28429,2,81
28430,2,81
28431,2,81
28461,23,87
28462,23,87
28463,23,87
28464,23,87
28465,23,87
28466,23,87
28467,23,87
28468,23,87
28469,23,87
28470,23,87
28471,23,87
28472,23,87
28473,23,87
28474,23,87
28475,23,87
28476,23,87
28477,23,87
28478,23,87
28479,23,87
28480,23,87
28481,23,87
28482,23,87
28483,23,87
28484,23,67
28485,23,67
28486,23,67
28487,23,67
28490,23,67
28491,23,67
28492,23,67
28494,23,67
28498,23,67
28499,23,67
28500,23,67
28501,23,67
28502,23,67
28503,23,67
28504,23,67
28505,23,67
28506,23,67
28507,23,67
28508,23,67
28509,23,67
28510,23,67
28511,23,67
28512,18,207
28513,18,207
28514,18,207
28515,18,207
28516,18,207
28517,18,207
28518,18,207
28519,18,207
28520,18,207
28521,18,207
28522,18,207
28523,18,207
28524,18,207
28525,18,36
28526,18,36
28527,18,36
28528,18,36
28529,18,36
28530,18,36
28531,18,36
28532,18,174
28533,18,174
28534,18,174
28535,18,174
28536,18,174
28537,18,174
28538,18,174
28539,18,174
28540,18,174
28541,18,174
28542,18,174
28543,18,174
28544,18,174
28545,18,174
28546,18,174
28547,18,174
28548,18,174
28549,18,174
28550,18,174
28551,18,174
28552,18,174
28553,18,174
28554,18,174
28555,18,174
28556,18,174
28557,18,174
28558,17,174
28559,17,174
28560,17,174
28561,17,174
28562,17,174
28563,17,174
28564,17,80
28565,17,80
28566,17,80
28567,17,80
28568,17,80
28569,17,80
28570,17,80
28571,17,80
28572,17,80
28573,17,80
28574,17,80
28575,17,80
28586,17,80
28587,17,80
28761,15,221
28762,15,221
28763,15,221
28764,15,221
28765,15,221
28766,15,221
28767,15,221
28768,15,221
28769,15,221
28770,15,221
28771,15,221
28772,15,221
28773,15,221
28774,15,221
28775,15,221
28776,15,221
28777,15,221
28778,15,221
28779,15,221
28780,15,221
28781,15,221
28782,15,221
28783,15,221
28784,15,221
28801,13,64
28802,13,64
28803,13,64
28804,13,64
28805,13,64
28806,13,64
28807,13,64
28808,13,64
28809,13,64
28810,13,64
28811,13,64
28812,13,64
28813,13,64
28814,13,64
28815,13,64
28816,13,64
28817,13,64
28818,13,64
28819,13,64
28820,13,64
28821,13,64
28822,13,64
28823,13,64
28824,13,64
28825,13,64
28826,13,64
28827,13,64
28828,13,64
28829,13,64
28830,13,64
28831,13,64
28832,13,64
28833,13,64
28876,12,43
28877,12,43
28878,12,43
28879,12,43
28880,12,43
28881,12,43
28882,12,43
28883,12,43
28884,12,43
28885,12,43
28886,12,43
28887,12,43
28888,12,43
28889,12,43
28890,12,43
28891,12,43
28903,12,43
28904,12,43
28907,11,43
28908,11,43
28909,11,43
28910,11,43
28911,11,43
28912,11,43
28913,11,43
28914,11,43
28915,11,206
28916,11,206
28917,11,206
28918,11,206
28919,11,206
28920,11,206
28921,11,206
28922,11,206
28923,11,206
28924,11,206
28925,11,206
28926,11,206
28963,11,206
28967,11,206
28994,8,44
28995,8,44
28996,8,44
28997,8,44
28998,8,44
28999,8,44
29e3,8,44
29001,8,44
29002,8,44
29003,8,44
29004,8,44
29005,8,44
29006,8,44
29007,8,44
29022,7,114
29023,7,114
29024,7,114
29026,7,114
29027,7,114
29028,7,114
29029,7,114
29030,7,114
29031,7,114
29032,7,114
29033,7,114
29034,7,114
29035,7,114
29036,7,114
29037,7,114
29038,7,114
29039,7,114
29040,7,114
29041,7,114
29043,4,48
29044,4,48
29045,4,48
29046,4,48
29047,4,48
29048,4,48
29049,4,48
29050,4,48
29051,4,48
29052,4,48
29055,4,48
29056,4,48
29057,4,48
29058,4,48
29112,3,50
29113,3,50
29114,3,50
29115,3,50
29116,3,50
29117,3,50
29118,3,50
29119,3,50
29120,3,50
29121,3,50
29122,3,50
29123,3,50
29124,2,50
29125,2,50
29126,2,50
29127,2,50
29128,2,50
29129,2,81
29130,2,81
29131,2,81
29132,2,81
29133,2,81
29136,2,81
29137,2,81
29138,2,81
29139,2,81
29140,2,81
29141,2,81
29142,2,81
29143,2,81
29144,2,81
29145,2,81
29146,2,81
29147,2,81
29148,2,81
29149,2,81
29150,2,81
29151,2,81
29180,23,87
29181,23,87
29182,23,87
29183,23,87
29184,23,87
29185,23,87
29186,23,87
29187,23,87
29188,23,87
29189,23,87
29190,23,87
29191,23,87
29192,23,87
29193,23,87
29194,23,87
29195,23,87
29196,23,87
29197,23,87
29198,23,87
29225,23,67
29226,23,67
29227,23,67
29228,23,67
29229,23,67
29230,23,67
29231,23,67
29232,23,67
29233,23,67
29234,18,207
29235,18,207
29236,18,207
29237,18,207
29238,18,36
29239,18,36
29240,18,36
29241,18,36
29242,18,36
29243,18,36
29244,18,36
29245,18,36
29246,18,36
29247,18,36
29248,18,36
29249,18,36
29250,18,36
29251,18,36
29252,18,36
29253,18,36
29254,18,174
29255,18,174
29256,18,174
29257,18,174
29258,18,174
29259,18,174
29260,18,174
29261,18,174
29262,18,174
29263,18,174
29264,18,174
29265,18,174
29266,18,174
29267,18,174
29268,18,174
29269,18,174
29270,18,174
29271,18,174
29272,18,174
29273,18,174
29274,18,174
29275,18,174
29276,18,174
29277,18,174
29278,18,174
29279,18,174
29280,18,174
29281,18,174
29282,17,174
29283,17,174
29284,17,174
29285,17,80
29291,17,80
29292,17,80
29293,17,80
29294,17,80
29295,17,80
29296,17,80
29306,17,80
29307,17,80
29308,17,80
29494,15,221
29495,15,221
29496,15,221
29499,15,221
29500,15,221
29501,15,221
29505,15,221
29506,15,221
29507,15,221
29508,15,221
29520,13,221
29521,13,64
29522,13,64
29523,13,64
29524,13,64
29525,13,64
29526,13,64
29527,13,64
29528,13,64
29529,13,64
29530,13,64
29531,13,64
29532,13,64
29533,13,64
29534,13,64
29535,13,64
29536,13,64
29537,13,64
29538,13,64
29539,13,64
29540,13,64
29541,13,64
29542,13,64
29543,13,64
29544,13,64
29545,13,64
29546,13,64
29547,13,64
29548,13,64
29549,13,64
29550,13,64
29551,13,64
29552,13,64
29553,13,64
29554,13,64
29603,12,43
29604,12,43
29605,12,43
29606,12,43
29607,12,43
29608,12,43
29609,12,43
29613,12,43
29628,11,43
29629,11,43
29630,11,43
29632,11,43
29633,11,43
29634,11,43
29640,11,206
29641,11,206
29642,11,206
29643,11,206
29644,11,206
29645,11,206
29646,11,206
29647,11,206
29648,11,206
29649,11,206
29650,11,206
29652,11,206
29653,11,206
29678,11,206
29679,11,206
29681,11,206
29682,11,206
29690,11,206
29691,11,206
29716,8,44
29717,8,44
29718,8,44
29719,8,44
29720,8,44
29721,8,44
29722,8,44
29723,8,44
29724,8,44
29725,8,44
29726,8,44
29727,8,44
29728,8,44
29729,8,44
29744,7,114
29745,7,114
29746,7,114
29747,7,114
29748,7,114
29749,7,114
29750,7,114
29751,7,114
29752,7,114
29753,7,114
29754,7,114
29755,7,114
29756,7,114
29757,7,114
29758,7,114
29759,7,114
29760,7,114
29761,7,114
29762,7,114
29764,4,48
29765,4,48
29766,4,48
29767,4,48
29768,4,48
29769,4,48
29770,4,48
29771,4,48
29772,4,48
29773,4,48
29774,4,48
29775,4,48
29776,4,48
29777,4,48
29778,4,48
29779,4,48
29780,4,48
29830,3,50
29831,3,50
29832,3,50
29833,3,50
29834,3,50
29835,3,50
29836,3,50
29837,3,50
29838,3,50
29839,3,50
29840,2,50
29841,2,50
29842,2,50
29843,2,50
29844,2,50
29845,2,50
29846,2,50
29847,2,50
29848,2,81
29849,2,81
29850,2,81
29851,2,81
29852,2,81
29853,2,81
29854,2,81
29855,2,81
29856,2,81
29857,2,81
29858,2,81
29859,2,81
29860,2,81
29861,2,81
29862,2,81
29863,2,81
29864,2,81
29865,2,81
29866,2,81
29867,2,81
29868,2,81
29869,2,81
29870,2,81
29900,23,87
29901,23,87
29902,23,87
29903,23,87
29904,23,87
29905,23,87
29906,23,87
29907,23,87
29908,23,87
29909,23,87
29910,23,87
29911,23,87
29912,23,87
29913,23,87
29914,23,87
29915,23,87
29916,23,87
29917,23,87
29918,23,87
29946,23,67
29947,23,67
29948,23,67
29949,23,67
29950,23,67
29951,23,67
29952,23,67
29953,23,67
29954,23,67
29955,23,67
29956,23,67
29957,18,36
29958,18,36
29959,18,36
29960,18,36
29961,18,36
29962,18,36
29963,18,36
29964,18,36
29965,18,36
29966,18,36
29967,18,36
29968,18,36
29969,18,36
29970,18,36
29971,18,36
29972,18,36
29973,18,36
29974,18,36
29975,18,174
29976,18,174
29977,18,174
29978,18,174
29980,18,174
29981,18,174
29982,18,174
29983,18,174
29984,18,174
29985,18,174
29986,18,174
29987,18,174
29988,18,174
29989,18,174
29990,18,174
29991,18,174
29992,18,174
29993,18,174
29994,18,174
29995,18,174
29996,18,174
29997,18,174
29998,18,174
29999,18,174
3e4,18,174
30001,18,174
30002,18,174
30010,17,80
30011,17,80
30012,17,80
30013,17,80
30014,17,80
30015,17,80
30016,17,80
30017,17,80
30026,17,80
30027,17,80
30028,17,80
30220,15,221
30221,15,221
30238,13,221
30239,13,221
30240,13,221
30244,13,64
30245,13,64
30246,13,64
30247,13,64
30248,13,64
30249,13,64
30250,13,64
30251,13,64
30252,13,64
30253,13,64
30254,13,64
30255,13,64
30256,13,64
30257,13,64
30258,13,64
30259,13,64
30260,13,64
30261,13,64
30262,13,64
30263,13,64
30264,13,64
30265,13,64
30266,13,64
30267,13,64
30268,13,64
30269,13,64
30270,13,64
30271,13,64
30272,13,64
30326,12,43
30327,12,43
30328,12,43
30366,11,206
30367,11,206
30368,11,206
30369,11,206
30370,11,206
30371,11,206
30372,11,206
30373,11,206
30374,11,206
30376,11,206
30377,11,206
30378,11,206
30379,11,206
30380,11,206
30381,11,206
30382,11,206
30383,11,206
30385,11,206
30389,11,206
30390,11,206
30391,11,206
30392,11,206
30393,11,206
30394,11,206
30395,11,206
30396,11,206
30397,11,206
30398,11,206
30399,11,206
30400,11,206
30401,11,206
30402,11,206
30403,11,206
30437,8,44
30438,8,44
30439,8,44
30440,8,44
30441,8,44
30442,8,44
30443,8,44
30444,8,44
30445,8,44
30446,8,44
30447,8,44
30448,8,44
30449,8,44
30450,8,44
30463,7,114
30464,7,114
30465,7,114
30466,7,114
30467,7,114
30468,7,114
30469,7,114
30470,7,114
30471,7,114
30472,7,114
30473,7,114
30474,7,114
30475,7,114
30476,7,114
30477,7,114
30478,7,114
30479,7,114
30480,7,114
30481,7,114
30482,7,114
30483,7,114
30484,4,48
30485,4,48
30486,4,48
30487,4,48
30488,4,48
30489,4,48
30490,4,48
30491,4,48
30492,4,48
30493,4,48
30494,4,48
30495,4,48
30496,4,48
30497,4,48
30498,4,48
30500,4,48
30535,3,197
30536,3,197
30545,3,50
30546,3,50
30547,3,50
30548,3,50
30549,3,50
30550,3,50
30551,3,50
30552,3,50
30553,3,50
30554,3,50
30555,3,50
30556,3,50
30557,2,50
30558,2,50
30559,2,50
30560,2,50
30561,2,50
30562,2,50
30563,2,50
30564,2,50
30565,2,50
30566,2,50
30567,2,81
30568,2,81
30569,2,81
30570,2,81
30571,2,81
30572,2,81
30573,2,81
30574,2,81
30575,2,81
30576,2,81
30577,2,81
30578,2,81
30579,2,81
30580,2,81
30581,2,81
30582,2,81
30583,2,81
30584,2,81
30585,2,81
30586,2,81
30587,2,81
30588,2,81
30589,2,81
30590,2,81
30620,23,87
30621,23,87
30622,23,87
30623,23,87
30624,23,87
30625,23,87
30626,23,87
30627,23,87
30628,23,87
30629,23,87
30630,23,87
30631,23,87
30632,23,87
30633,23,87
30634,23,87
30635,23,87
30674,23,67
30675,23,67
30676,23,67
30677,23,67
30678,23,67
30679,18,36
30680,18,36
30681,18,36
30682,18,36
30683,18,36
30684,18,36
30685,18,36
30686,18,36
30687,18,36
30688,18,36
30689,18,36
30690,18,36
30691,18,36
30692,18,36
30693,18,36
30694,18,36
30695,18,36
30696,18,36
30697,18,174
30698,18,174
30699,18,174
30700,18,174
30701,18,174
30702,18,174
30703,18,174
30704,18,174
30705,18,174
30706,18,174
30707,18,174
30708,18,174
30709,18,174
30710,18,174
30711,18,174
30712,18,174
30713,18,174
30714,18,174
30715,18,174
30716,18,174
30717,18,174
30718,18,174
30719,18,174
30720,18,174
30721,18,174
30734,17,80
30735,17,80
30736,17,80
30746,17,80
30747,17,80
30748,17,80
30749,17,80
30965,13,64
30966,13,64
30967,13,64
30968,13,64
30969,13,64
30970,13,64
30971,13,64
30972,13,64
30973,13,64
30974,13,64
30975,13,64
30976,13,64
30977,13,64
30978,13,64
30979,13,64
30980,13,64
30981,13,64
30982,13,64
30983,13,64
30984,13,64
30985,13,64
30986,13,64
30987,13,64
30988,13,64
30989,13,64
30990,13,64
31091,11,206
31092,11,206
31093,11,206
31094,11,206
31095,11,206
31096,11,206
31097,11,206
31098,11,206
31099,11,206
31100,11,206
31101,11,206
31102,11,206
31103,11,206
31104,11,206
31112,11,206
31113,11,206
31114,11,206
31115,11,206
31116,11,206
31117,11,206
31118,11,206
31119,11,206
31120,11,206
31121,11,206
31122,11,206
31156,8,44
31157,8,44
31158,8,44
31159,8,44
31160,8,44
31161,8,44
31162,8,44
31163,8,44
31164,8,44
31165,8,44
31166,8,44
31167,8,44
31168,8,44
31169,8,44
31170,8,44
31171,8,44
31185,7,114
31187,7,114
31188,7,114
31189,7,114
31190,7,114
31191,7,114
31192,7,114
31193,7,114
31194,7,114
31195,7,114
31196,7,114
31197,7,114
31198,7,114
31199,7,114
31200,7,114
31201,7,114
31202,7,114
31203,7,114
31204,7,114
31205,4,48
31206,4,48
31207,4,48
31208,4,48
31209,4,48
31210,4,48
31211,4,48
31212,4,48
31213,4,48
31214,4,48
31215,4,48
31255,3,197
31256,3,197
31257,3,197
31258,3,197
31259,3,197
31260,3,197
31261,3,197
31262,3,50
31263,3,50
31264,3,50
31265,3,50
31266,3,50
31267,3,50
31268,3,50
31269,3,50
31270,3,50
31271,3,50
31272,3,50
31273,3,50
31274,3,50
31275,2,50
31276,2,50
31277,2,50
31278,2,50
31279,2,50
31280,2,50
31281,2,50
31282,2,50
31283,2,50
31284,2,50
31285,2,50
31286,2,50
31287,2,81
31288,2,81
31289,2,81
31290,2,81
31291,2,81
31292,2,81
31293,2,81
31294,2,81
31295,2,81
31296,2,81
31297,2,81
31298,2,81
31299,2,81
31300,2,81
31301,2,81
31302,2,81
31303,2,81
31304,2,81
31305,2,81
31306,2,81
31307,2,81
31308,2,81
31309,2,81
31339,22,87
31340,23,87
31341,23,87
31342,23,87
31343,23,87
31344,23,87
31345,23,87
31346,23,87
31347,23,87
31348,23,87
31349,23,87
31350,23,87
31351,23,87
31352,23,87
31353,23,87
31398,23,67
31399,23,67
31400,23,67
31401,18,36
31402,18,36
31403,18,36
31404,18,36
31405,19,36
31406,19,36
31407,19,36
31408,19,36
31409,19,36
31413,18,36
31414,18,36
31415,18,36
31416,18,36
31417,18,36
31418,18,36
31419,18,174
31420,18,174
31421,18,174
31422,18,174
31423,18,174
31425,18,174
31426,18,174
31427,18,174
31428,18,174
31467,17,80
31468,17,80
31469,17,80
31688,13,64
31689,13,64
31690,13,64
31691,13,64
31692,13,64
31693,13,64
31694,13,64
31695,13,64
31696,13,64
31697,13,64
31698,13,64
31699,13,64
31700,13,64
31701,13,64
31702,13,64
31703,13,64
31704,13,64
31705,13,64
31706,13,64
31707,13,64
31708,13,64
31709,13,64
31710,13,64
31711,13,64
31712,13,64
31813,11,206
31814,11,206
31815,11,206
31816,11,206
31817,11,206
31818,11,206
31819,11,206
31820,11,206
31821,11,206
31822,11,206
31823,11,206
31824,11,206
31825,11,206
31835,11,206
31836,11,206
31837,11,206
31838,11,206
31839,11,206
31840,11,206
31841,11,206
31850,11,206
31876,8,44
31877,8,44
31878,8,44
31879,8,44
31880,8,44
31881,8,44
31882,8,44
31883,8,44
31884,8,44
31885,8,44
31886,8,44
31890,8,44
31891,8,44
31892,8,44
31893,8,44
31894,8,44
31895,8,44
31908,7,114
31909,7,114
31911,7,114
31912,7,114
31913,7,114
31914,7,114
31915,7,114
31916,7,114
31917,7,114
31918,7,114
31919,7,114
31920,7,114
31921,7,114
31922,7,114
31923,7,114
31924,7,114
31925,4,48
31926,4,48
31927,4,48
31928,4,48
31929,4,48
31930,4,48
31931,4,48
31932,4,48
31933,4,48
31934,4,48
31935,4,48
31936,4,48
31974,3,197
31975,3,197
31976,3,197
31977,3,197
31978,3,197
31979,3,197
31980,3,197
31981,3,197
31982,3,197
31983,3,197
31984,3,50
31985,3,50
31986,3,50
31987,3,50
31988,3,50
31989,3,50
31990,3,50
31991,3,50
31992,2,50
31993,2,50
31994,2,50
31995,2,50
31996,2,50
31997,2,50
31998,2,50
31999,2,50
32e3,2,50
32001,2,50
32002,2,50
32003,2,50
32004,2,50
32005,2,50
32006,2,81
32007,2,81
32008,2,81
32009,2,81
32010,2,81
32011,2,81
32012,2,81
32013,2,81
32014,2,81
32015,2,81
32016,2,81
32017,2,81
32018,2,81
32019,2,81
32020,2,81
32021,2,81
32022,2,81
32023,2,81
32024,2,81
32025,2,81
32026,2,81
32027,2,81
32058,22,87
32059,22,87
32060,22,87
32061,23,87
32062,23,87
32063,23,87
32064,23,87
32065,23,87
32066,23,87
32067,23,87
32068,23,87
32069,23,87
32070,23,87
32071,23,87
32072,23,87
32121,18,36
32122,19,36
32123,19,36
32124,19,36
32125,19,36
32126,19,36
32127,19,36
32128,19,36
32131,18,36
32132,18,36
32133,18,36
32134,18,36
32135,18,36
32136,18,36
32137,18,36
32138,18,36
32139,18,36
32186,17,80
32187,17,80
32188,17,80
32411,13,64
32412,13,64
32413,13,64
32414,13,64
32415,13,64
32416,13,64
32417,13,64
32418,13,64
32419,13,64
32420,13,64
32421,13,64
32422,13,64
32423,13,64
32424,13,64
32425,13,64
32426,13,64
32427,13,64
32428,13,64
32429,13,64
32430,13,64
32431,13,64
32432,13,64
32433,13,64
32434,13,64
32543,11,206
32544,11,206
32545,11,206
32546,11,206
32587,9,44
32598,8,44
32599,8,44
32600,8,44
32601,8,44
32602,8,44
32603,8,44
32604,8,44
32605,8,44
32606,8,44
32607,8,44
32608,8,44
32609,8,44
32610,8,44
32611,8,44
32612,8,44
32613,8,44
32614,8,44
32615,8,44
32616,8,44
32632,7,114
32633,7,114
32634,7,114
32635,7,114
32636,7,114
32637,7,114
32638,7,114
32639,7,114
32640,7,114
32641,7,114
32642,7,114
32643,7,114
32644,7,114
32646,4,48
32647,4,48
32648,4,48
32649,4,48
32650,4,48
32651,4,48
32652,4,48
32653,4,48
32693,3,197
32694,3,197
32695,3,197
32696,3,197
32697,3,197
32698,3,197
32699,3,197
32700,3,197
32701,3,197
32702,3,197
32703,3,197
32704,3,197
32705,3,197
32706,3,50
32707,3,50
32708,3,50
32709,3,50
32710,2,50
32711,2,50
32712,2,50
32713,2,50
32714,2,50
32715,2,50
32716,2,50
32717,2,50
32718,2,50
32719,2,50
32720,2,50
32721,2,50
32722,2,50
32723,2,50
32724,2,50
32725,2,50
32726,2,81
32727,2,81
32728,2,81
32729,2,81
32730,2,81
32731,2,81
32732,2,81
32733,2,81
32734,2,81
32735,2,81
32736,2,81
32737,2,81
32738,2,81
32739,2,81
32742,2,81
32743,2,81
32776,22,217
32777,22,217
32778,22,87
32779,22,87
32780,22,87
32781,22,87
32782,23,87
32783,23,87
32784,23,87
32785,23,87
32786,23,87
32787,23,87
32788,23,87
32789,23,87
32790,23,87
32791,23,87
32843,19,36
32844,19,36
32845,19,36
32846,19,36
32847,19,36
32848,19,36
32849,19,36
32850,18,36
32851,18,36
32852,18,36
32853,18,36
32854,18,36
32855,18,36
32856,18,36
32905,17,80
32906,17,80
32907,17,80
33137,13,64
33138,13,64
33139,13,64
33140,13,64
33141,13,64
33142,13,64
33143,13,64
33144,13,64
33145,13,64
33146,13,64
33147,13,64
33148,13,64
33149,13,64
33150,13,64
33151,13,64
33152,13,64
33153,13,64
33154,13,64
33155,13,64
33156,13,64
33157,13,64
33158,13,64
33307,8,44
33308,8,44
33309,8,44
33310,8,44
33312,8,44
33313,8,44
33315,8,44
33316,8,44
33317,8,44
33318,8,44
33319,8,44
33320,8,44
33321,8,44
33322,8,44
33323,8,44
33324,8,44
33325,8,44
33326,8,44
33327,8,44
33328,8,44
33329,8,44
33330,8,44
33331,8,44
33332,8,44
33333,8,44
33354,7,114
33355,7,114
33356,7,114
33357,7,114
33358,7,114
33359,6,114
33360,6,114
33361,6,114
33362,6,114
33363,6,114
33364,6,114
33365,6,114
33366,4,48
33367,4,48
33368,4,48
33369,4,48
33370,4,48
33371,4,48
33372,4,48
33412,3,197
33413,3,197
33414,3,197
33415,3,197
33416,3,197
33417,3,197
33418,3,197
33419,3,197
33420,3,197
33421,3,197
33422,3,197
33423,3,197
33424,3,197
33425,3,197
33426,3,197
33427,3,197
33428,3,50
33429,2,50
33430,2,50
33431,20,16
33432,20,16
33433,20,16
33434,20,16
33435,20,16
33436,20,16
33437,20,16
33438,20,16
33439,20,16
33440,2,50
33441,2,50
33442,2,50
33443,2,50
33444,2,50
33445,2,81
33446,2,81
33447,2,81
33448,2,81
33449,2,81
33450,2,81
33451,2,81
33452,2,81
33453,2,81
33454,2,81
33455,2,81
33456,2,81
33457,2,81
33458,2,81
33459,2,81
33494,22,217
33495,22,217
33496,22,217
33497,22,217
33498,22,217
33499,22,217
33500,22,217
33501,22,217
33502,22,87
33503,22,87
33504,22,87
33505,22,87
33506,22,87
33507,22,87
33508,22,87
33547,19,36
33548,19,36
33549,19,36
33550,19,36
33551,19,36
33562,19,36
33563,19,36
33564,19,36
33565,19,36
33566,19,36
33567,19,36
33568,19,36
33569,19,36
33625,17,80
33626,17,80
33627,17,80
33859,13,64
33860,13,64
33861,13,64
33862,13,64
33863,13,64
33864,13,64
33865,13,64
33866,13,64
33867,13,64
33868,13,64
33869,13,64
33870,13,64
33871,13,64
33873,13,64
33874,13,64
33875,13,64
33876,13,64
33877,13,64
33878,13,64
33879,13,64
34027,8,44
34028,8,44
34029,8,44
34030,8,44
34031,8,44
34032,8,44
34033,8,44
34034,8,44
34035,8,44
34036,8,44
34037,8,44
34038,8,44
34039,8,44
34040,8,44
34041,8,44
34042,8,44
34043,8,44
34044,8,44
34045,8,44
34046,8,44
34047,8,44
34048,8,44
34049,8,44
34050,8,44
34051,8,44
34052,8,44
34053,8,44
34069,6,114
34070,6,114
34071,6,114
34076,6,114
34077,6,114
34078,6,114
34079,6,114
34080,6,114
34081,6,114
34082,6,114
34083,6,114
34084,6,114
34085,6,114
34086,4,48
34087,4,48
34088,4,48
34089,4,48
34090,4,48
34091,4,48
34092,4,48
34093,4,48
34094,4,48
34125,3,197
34126,3,197
34128,3,197
34129,3,197
34130,3,197
34131,3,197
34132,3,197
34133,3,197
34134,3,197
34135,3,197
34136,3,197
34137,3,197
34138,3,197
34139,3,197
34140,3,197
34141,3,197
34142,3,197
34143,3,197
34144,3,197
34145,3,197
34146,3,197
34147,3,197
34148,20,16
34149,20,16
34150,20,16
34151,20,16
34152,20,16
34153,20,16
34154,20,16
34155,20,16
34156,20,16
34157,20,16
34158,20,16
34159,20,16
34160,20,16
34161,20,16
34162,20,16
34163,20,16
34164,20,16
34165,20,16
34166,20,16
34167,20,16
34168,20,16
34169,2,81
34170,2,81
34171,2,81
34172,2,81
34173,2,81
34174,2,81
34175,2,81
34176,2,81
34177,2,81
34178,2,81
34179,2,81
34180,2,81
34212,22,217
34213,22,217
34214,22,217
34215,22,217
34216,22,217
34217,22,217
34218,22,217
34219,22,217
34220,22,217
34221,22,217
34222,22,217
34223,22,217
34224,22,217
34225,22,217
34226,22,87
34227,22,87
34268,19,36
34269,19,36
34270,19,36
34271,19,36
34272,19,36
34273,19,36
34274,19,36
34275,19,36
34276,19,36
34277,19,36
34278,19,36
34279,19,36
34280,19,36
34281,19,36
34282,19,36
34283,19,36
34284,19,36
34285,19,36
34286,19,36
34287,19,36
34288,19,36
34341,17,80
34342,17,80
34561,14,188
34562,14,188
34563,14,188
34564,14,188
34566,14,188
34567,14,188
34568,14,188
34575,14,188
34576,14,188
34577,14,188
34578,14,188
34579,14,188
34580,14,188
34581,14,188
34582,14,188
34583,14,188
34584,13,188
34585,13,188
34586,13,188
34587,13,188
34742,8,44
34743,8,44
34744,8,44
34747,8,44
34748,8,44
34749,8,44
34750,8,44
34751,8,44
34752,8,44
34753,8,44
34754,8,44
34755,8,44
34756,8,44
34757,8,44
34758,8,44
34759,8,44
34760,8,44
34761,8,44
34762,8,44
34763,8,44
34764,8,44
34765,8,44
34766,8,44
34767,8,44
34768,8,44
34769,8,44
34770,8,44
34771,8,44
34772,8,44
34773,8,44
34784,6,114
34785,6,114
34786,6,114
34787,6,114
34788,6,114
34789,6,114
34790,6,114
34794,6,114
34795,6,114
