loiczid,n_spp,mean_trend
63684,17,-7.229411764705883e-4
63685,17,-7.229411764705883e-4
63686,17,-7.229411764705883e-4
63687,17,-7.229411764705883e-4
63688,17,-7.229411764705883e-4
63689,17,-7.229411764705883e-4
63690,17,-7.229411764705883e-4
63691,17,-7.229411764705883e-4
63692,17,-7.229411764705883e-4
63693,17,-7.229411764705883e-4
63694,17,-7.229411764705883e-4
63695,17,-7.229411764705883e-4
63696,17,-7.229411764705883e-4
63697,17,-7.229411764705883e-4
63698,17,-7.229411764705883e-4
63699,18,-6.827777777777778e-4
63700,17,-2.352941176470597e-5
63701,17,-7.229411764705883e-4
63702,17,-7.229411764705883e-4
63703,17,-7.229411764705883e-4
63704,17,-7.229411764705883e-4
63705,17,-7.229411764705883e-4
63706,16,-2.5000000000000093e-5
63707,16,-2.5000000000000093e-5
63708,16,-2.5000000000000093e-5
63709,17,1.7647058823529402e-4
63710,18,1.6666666666666658e-4
63711,19,3.368421052631578e-4
63712,24,-2.2875000000000006e-4
63713,94,8.007446808510637e-4
63714,95,8.638947368421052e-4
63715,63,0.0016398412698412697
63716,63,0.0018825396825396825
63717,57,0.0017228070175438596
63718,51,0.0011894117647058822
63719,38,6.768421052631579e-4
63745,22,3.1818181818181313e-6
63746,54,6.266666666666666e-4
63747,66,7.586363636363636e-4
63748,50,7.65e-4
63780,12,-0.004433333333333333
63781,13,-0.004092307692307692
63782,5,0.0013599999999999999
63783,6,0.0017
63784,7,0.0014571428571428572
63785,7,0.0014571428571428572
63786,15,-0.0030933333333333334
63787,19,-0.003108421052631579
63788,19,-0.0029126315789473685
63790,17,-0.003255294117647059
63791,18,-0.0030744444444444443
63792,18,-0.0030922222222222223
63793,17,-0.0032741176470588236
63794,16,-0.00369125
63795,11,-0.005207272727272727
63796,19,-0.0027505263157894737
63995,33,-0.0012709090909090908
63996,32,-0.0016771874999999999
63997,10,-0.0018499999999999999
63998,8,-0.00377875
63999,8,-0.00377875
64000,9,-0.0033588888888888887
64001,11,-0.0016818181818181817
64002,20,-8.735e-4
64003,22,-6.395454545454546e-4
64004,31,-0.001731290322580645
64005,41,-7.875609756097562e-4
64006,43,-5.806976744186046e-4
64007,42,-5.945238095238095e-4
64008,39,-8.27948717948718e-4
64009,7,-0.0043185714285714286
64010,8,-0.00377875
64011,6,-0.005038333333333333
64012,6,-0.005038333333333333
64013,6,-0.005038333333333333
64014,6,-0.005038333333333333
64015,6,-0.005038333333333333
64016,9,-0.0033588888888888887
64017,11,-0.002748181818181818
64018,48,-6.947916666666667e-4
64019,47,-0.0011991489361702127
64020,48,-9.2875e-4
64021,48,-0.00108125
64022,17,-8.852941176470589e-4
64023,14,-0.0021592857142857143
64024,10,-0.003023
64025,8,-0.00377875
64026,1,0
64027,1,0
64028,1,0
64029,1,0
64030,3,-0.010076666666666666
64031,3,-0.010076666666666666
64032,3,-0.010076666666666666
64033,4,-0.0075575
64034,4,-0.0075575
64035,2,-0.015115
64036,3,-0.010076666666666666
64037,2,-0.015115
64038,2,-0.015115
64039,3,-0.010076666666666666
64040,3,-0.010076666666666666
64041,3,-0.010076666666666666
64042,1,0
64043,1,0
64044,1,0
64045,1,0
64046,1,0
64047,3,-0.010076666666666666
64048,3,-0.010076666666666666
64049,1,0
64050,1,0
64051,1,0
64052,1,0
64053,1,0
64054,1,0
64055,1,0
64056,1,0
64057,1,0
64058,1,0
64059,5,-0.006046
64060,6,-0.005038333333333333
64061,7,-0.0043185714285714286
64062,1,0
64063,1,0
64064,1,0
64065,3,-0.010076666666666666
64066,3,-0.010076666666666666
64067,1,0
64068,1,0
64069,1,0
64070,3,-0.010076666666666666
64071,3,-0.010076666666666666
64072,1,0
64073,1,0
64074,1,0
64075,3,-0.010076666666666666
64076,3,-0.010076666666666666
64077,3,-0.010076666666666666
64078,3,-0.010076666666666666
64079,1,0
64080,1,0
64081,1,0
64082,1,0
64083,1,0
64084,1,0
64085,1,0
64086,1,0
64087,1,0
64088,1,0
64089,3,0
64090,2,0
64091,1,0
64092,1,0
64093,1,0
64094,1,0
64095,1,0
64096,1,0
64097,3,-0.010076666666666666
64098,3,-0.010076666666666666
64099,1,0
64100,1,0
64101,1,0
64102,1,0
64103,4,-0.0075575
64104,4,-0.0075575
64105,4,-0.0075575
64106,4,-0.0075575
64107,4,-0.0075575
64108,4,-0.0075575
64109,4,-0.0075575
64110,4,-0.0075575
64111,4,-0.0075575
64112,4,-0.0075575
64113,4,-0.0075575
64114,4,-0.0075575
64115,4,-0.0075575
64116,4,-0.0075575
64117,4,-0.0075575
64118,4,-0.0075575
64119,4,-0.0075575
64120,4,-0.0075575
64121,4,-0.0075575
64122,4,-0.0075575
64123,4,-0.0075575
64124,4,-0.0075575
64125,4,-0.0075575
64126,4,-0.0075575
64127,4,-0.0075575
64128,4,-0.0075575
64129,4,-0.0075575
64130,4,-0.0075575
64131,4,-0.0075575
64132,4,-0.0075575
64133,4,-0.0075575
64134,4,-0.0075575
64135,4,-0.0075575
64136,4,-0.0075575
64137,4,-0.0075575
64138,4,-0.0075575
64139,5,-0.005366
64140,5,-0.005366
64141,5,-0.005366
64142,5,-0.005366
64143,5,-0.005366
64144,5,-0.005366
64145,5,-0.005366
64146,5,-0.005366
64147,5,-0.005366
64148,5,-0.005366
64149,5,-0.005366
64150,5,-0.005366
64151,5,-0.005366
64152,5,-0.005366
64153,5,-0.005366
64154,5,-0.005366
64155,6,-0.004471666666666666
64156,7,-0.003832857142857143
64157,7,-0.003832857142857143
64158,7,-0.003832857142857143
64159,7,-0.003832857142857143
64160,7,-0.003832857142857143
64161,7,-0.003832857142857143
64162,7,-0.003832857142857143
64163,8,-0.00292875
64164,8,-0.00292875
64165,8,-0.00292875
64166,8,-0.00292875
64167,8,-0.00292875
64168,8,-0.00292875
64169,8,-0.00292875
64170,9,-0.0026033333333333334
64171,9,-0.0026033333333333334
64172,9,-0.0026033333333333334
64173,9,-0.0026033333333333334
64174,9,-0.0026033333333333334
64175,9,-0.0026033333333333334
64176,9,-0.0026033333333333334
64177,9,-0.0026033333333333334
64178,9,-0.0026033333333333334
64179,9,-0.0026033333333333334
64180,9,-0.0026033333333333334
64181,9,-0.0026033333333333334
64182,9,-0.0026033333333333334
64183,9,-0.0026033333333333334
64184,9,-0.0026033333333333334
64185,9,-0.0026033333333333334
64186,10,-0.002343
64187,10,-0.002343
64188,10,-0.002343
64189,9,-0.0026033333333333334
64190,11,-0.00213
64191,9,-0.0033588888888888887
64192,30,-8.93e-4
64193,50,-6.619999999999998e-5
64306,46,2.654347826086956e-4
64307,44,2.7749999999999997e-4
64308,43,-5.772093023255814e-4
64309,43,-4.98139534883721e-4
64310,33,-6.454545454545455e-4
64311,36,-6.894444444444445e-4
64312,20,0.0021049999999999997
64313,37,-6.708108108108108e-4
64314,18,7.149999999999999e-4
64317,41,2.1487804878048779e-4
64318,45,-4.004444444444445e-4
64319,46,-3.9173913043478266e-4
64320,21,4.771428571428571e-4
64321,18,0.001131111111111111
64322,17,0.0011976470588235294
64323,17,0.0013976470588235293
64324,19,7.063157894736841e-4
64325,25,6.727999999999999e-4
64326,24,0.0011404166666666665
64327,11,-0.0015118181818181819
64328,25,0.0010948
64329,20,0.0011985
64330,25,0.0010948
64331,26,0.0010526923076923077
64332,22,0.001714090909090909
64333,18,0.0011427777777777777
64334,17,0.0010099999999999998
64335,16,0.001931875
64336,17,0.0010099999999999998
64337,17,0.0010099999999999998
64338,34,-5.197058823529412e-4
64339,33,-4.3242424242424246e-4
64340,16,0.0012856249999999999
64341,16,0.0010731249999999999
64342,14,0.002207857142857143
64343,20,0.0018855
64344,11,-0.0015118181818181819
64345,7,-0.0043185714285714286
64346,6,-0.005038333333333333
64347,9,-0.002688888888888889
64348,9,-0.002688888888888889
64349,10,-0.0020800000000000003
64350,10,-0.0020800000000000003
64351,11,-0.0012727272727272728
64352,11,-0.0012727272727272728
64353,16,-9.806250000000002e-4
64354,15,-2.5333333333333344e-4
64355,16,-2.5000000000000093e-5
64356,16,-2.5000000000000093e-5
64357,19,3.368421052631578e-4
64358,20,3.199999999999999e-4
64359,20,3.199999999999999e-4
64360,20,3.199999999999999e-4
64361,21,3.047619047619047e-4
64362,22,2.909090909090908e-4
64363,19,3.368421052631578e-4
64364,19,3.368421052631578e-4
64365,18,3.5555555555555546e-4
64366,18,3.5555555555555546e-4
64367,18,3.5555555555555546e-4
64368,18,3.5555555555555546e-4
64369,18,3.5555555555555546e-4
64370,19,3.368421052631578e-4
64371,18,3.5555555555555546e-4
64372,19,3.368421052631578e-4
64373,20,3.199999999999999e-4
64374,20,3.199999999999999e-4
64375,21,-2.6142857142857147e-4
64376,21,3.047619047619047e-4
64377,22,-2.495454545454546e-4
64378,21,3.047619047619047e-4
64379,21,3.047619047619047e-4
64380,21,3.047619047619047e-4
64381,22,-2.495454545454546e-4
64382,21,3.047619047619047e-4
64383,22,2.909090909090908e-4
64384,26,3.7692307692307683e-4
64385,25,3.9199999999999993e-4
64386,22,-2.495454545454546e-4
64387,22,-2.495454545454546e-4
64388,21,3.047619047619047e-4
64389,22,-2.495454545454546e-4
64390,21,3.047619047619047e-4
64391,21,3.047619047619047e-4
64392,21,3.047619047619047e-4
64393,21,3.047619047619047e-4
64394,21,3.047619047619047e-4
64395,20,3.199999999999999e-4
64396,20,3.199999999999999e-4
64397,19,1.5789473684210518e-4
64398,18,1.6666666666666658e-4
64399,19,-4.6789473684210535e-4
64400,18,-4.93888888888889e-4
64401,18,-4.93888888888889e-4
64402,18,-4.93888888888889e-4
64403,17,-7.229411764705883e-4
64404,17,-7.229411764705883e-4
64405,17,-7.229411764705883e-4
64406,17,-7.229411764705883e-4
64407,18,-6.827777777777778e-4
64408,17,-7.229411764705883e-4
64409,19,-6.468421052631579e-4
64410,19,-6.468421052631579e-4
64411,17,-7.229411764705883e-4
64412,17,-7.229411764705883e-4
64413,17,-7.229411764705883e-4
64414,19,-6.468421052631579e-4
64415,18,-6.827777777777778e-4
64416,17,-2.352941176470597e-5
64417,17,-7.229411764705883e-4
64418,17,-7.229411764705883e-4
64419,19,-6.468421052631579e-4
64420,19,-6.468421052631579e-4
64421,17,-7.229411764705883e-4
64422,17,-7.229411764705883e-4
64423,17,-7.229411764705883e-4
64424,17,-7.229411764705883e-4
64425,17,-7.229411764705883e-4
64426,17,-7.229411764705883e-4
64427,17,-7.229411764705883e-4
64428,16,-2.5000000000000093e-5
64429,17,1.7647058823529402e-4
64430,18,1.6666666666666658e-4
64431,19,3.368421052631578e-4
64432,19,3.368421052631578e-4
64433,22,-2.495454545454546e-4
64434,69,0.0014972463768115941
64435,94,8.369148936170212e-4
64436,97,8.811340206185567e-4
64437,64,0.00190625
64438,79,0.0010648101265822783
64439,65,0.001334
64465,43,8.660465116279069e-4
64466,47,8.251063829787233e-4
64467,44,0.001400909090909091
64468,71,8.488732394366196e-4
64469,60,6.644999999999999e-4
64470,72,7.898611111111111e-4
64499,9,-0.006742222222222222
64500,7,-0.008571428571428572
64501,11,-0.004836363636363636
64502,6,0.0011333333333333332
64503,6,0.0022666666666666664
64504,6,0.0022666666666666664
64505,6,0.0022666666666666664
64506,19,-0.002929473684210526
64507,20,-0.002783
64508,20,-0.002783
64511,17,-0.0034552941176470586
64512,17,-0.0034552941176470586
64513,18,-0.0028855555555555553
64514,19,-0.0027336842105263157
64515,20,-0.002427
64516,14,-0.004438571428571428
64714,31,-0.001731290322580645
64715,32,-0.0016771874999999999
64716,8,-0.0023125
64717,8,-0.00377875
64718,8,-0.00377875
64719,8,-0.00377875
64720,10,-0.0018499999999999999
64721,11,-0.0016818181818181817
64722,21,-6.7e-4
64723,31,-0.001731290322580645
64724,30,-0.001789
64725,45,-5.548888888888889e-4
64726,40,-6.2425e-4
64727,21,-5.761904761904775e-5
64728,24,-5.041666666666678e-5
64729,12,-0.0015375
64730,8,-0.00377875
64731,6,-0.005038333333333333
64732,6,-0.005038333333333333
64733,6,-0.005038333333333333
64734,8,-0.00377875
64735,24,-5.412500000000001e-4
64736,49,-4.402040816326531e-4
64737,42,-5.135714285714286e-4
64738,44,-9.359090909090909e-4
64739,46,-9.691304347826087e-4
64740,27,5.407407407407404e-5
64741,16,-0.001676875
64742,13,-0.002063846153846154
64743,7,-0.0043185714285714286
64744,2,0
64745,1,0
64746,1,0
64747,1,0
64748,1,0
64749,3,-0.010076666666666666
64750,3,-0.010076666666666666
64751,3,-0.010076666666666666
64752,3,-0.010076666666666666
64753,3,-0.010076666666666666
64754,3,-0.010076666666666666
64755,2,-0.015115
64756,2,-0.015115
64757,4,-0.0075575
64758,2,-0.015115
64759,3,-0.010076666666666666
64760,3,-0.010076666666666666
64761,3,-0.010076666666666666
64762,1,0
64763,1,0
64764,1,0
64765,1,0
64766,1,0
64767,1,0
64768,1,0
64769,1,0
64770,1,0
64771,1,0
64772,1,0
64773,1,0
64774,1,0
64775,1,0
64776,1,0
64777,1,0
64778,1,0
64779,1,0
64780,4,-0.0075575
64781,6,-0.005038333333333333
64782,3,-0.010076666666666666
64783,1,0
64784,1,0
64785,1,0
64786,1,0
64787,1,0
64788,1,0
64789,1,0
64790,3,-0.010076666666666666
64791,1,0
64792,1,0
64793,1,0
64794,1,0
64795,3,-0.010076666666666666
64796,3,-0.010076666666666666
64797,3,-0.010076666666666666
64798,1,0
64799,1,0
64800,1,0
64801,4,-0.0075575
64802,2,0
64803,2,0
64804,2,0
64805,2,0
64806,2,0
64807,4,0
64808,4,0
64809,4,0
64810,3,0
64811,2,0
64812,2,0
64813,2,0
64814,2,0
64815,2,0
64816,2,0
64817,2,0
64818,2,0
64819,2,0
64820,2,0
64821,2,0
64822,2,0
64823,2,0
64824,2,0
64825,4,-0.0075575
64826,2,0
64827,4,-0.0075575
64828,4,-0.0075575
64829,4,-0.0075575
64830,4,-0.0075575
64831,4,-0.0075575
64832,4,-0.0075575
64833,4,-0.0075575
64834,4,-0.0075575
64835,4,-0.0075575
64836,4,-0.0075575
64837,5,-0.005366
64838,5,-0.005366
64839,5,-0.005366
64840,5,-0.005366
64841,5,-0.005366
64842,5,-0.005366
64843,5,-0.005366
64844,5,-0.005366
64845,5,-0.005366
64846,5,-0.005366
64847,5,-0.005366
64848,5,-0.005366
64849,5,-0.005366
64850,5,-0.005366
64851,5,-0.005366
64852,5,-0.005366
64853,5,-0.005366
64854,5,-0.005366
64855,5,-0.005366
64856,5,-0.005366
64857,5,-0.005366
64858,5,-0.005366
64859,5,-0.005366
64860,5,-0.005366
64861,5,-0.005366
64862,5,-0.005366
64863,5,-0.005366
64864,5,-0.005366
64865,5,-0.005366
64866,5,-0.005366
64867,5,-0.005366
64868,5,-0.005366
64869,5,-0.005366
64870,5,-0.005366
64871,6,-0.004471666666666666
64872,6,-0.004471666666666666
64873,7,-0.003347142857142857
64874,7,-0.003347142857142857
64875,7,-0.003347142857142857
64876,8,-0.00292875
64877,9,-0.0026033333333333334
64878,9,-0.0026033333333333334
64879,9,-0.0026033333333333334
64880,9,-0.0026033333333333334
64881,8,-0.00292875
64882,8,-0.00292875
64883,8,-0.00292875
64884,8,-0.00292875
64885,9,-0.0022255555555555557
64886,9,-0.0022255555555555557
64887,10,-0.002003
64888,10,-0.002003
64889,11,-0.001820909090909091
64890,11,-0.001820909090909091
64891,11,-0.001820909090909091
64892,11,-0.001820909090909091
64893,10,-0.002003
64894,10,-0.002003
64895,10,-0.002003
64896,11,-0.001820909090909091
64897,11,-0.001820909090909091
64898,11,-0.001820909090909091
64899,11,-0.001820909090909091
64900,11,-0.001820909090909091
64901,11,-0.001820909090909091
64902,11,-0.001820909090909091
64903,11,-0.001820909090909091
64904,11,-0.001820909090909091
64905,10,-0.002343
64906,11,-0.00213
64907,10,-0.002343
64908,10,-0.002343
64909,10,-0.002343
64910,14,-0.0016735714285714286
64911,33,9.24242424242424e-5
64912,68,-5.875e-4
65023,26,-9.476923076923077e-4
65024,26,-9.476923076923077e-4
65025,25,-0.0011216
65026,46,-5.395652173913044e-4
65027,46,-4.656521739130435e-4
65028,49,-3.677551020408163e-4
65029,47,-4.5574468085106385e-4
65030,42,-5.1e-4
65032,35,1.5457142857142853e-4
65033,38,1.4236842105263157e-4
65034,44,-4.8681818181818185e-4
65035,45,-4.004444444444445e-4
65036,46,-3.9173913043478266e-4
65037,48,-3.754166666666667e-4
65038,21,0.0011314285714285714
65039,27,6.229629629629629e-4
65040,28,7.221428571428571e-4
65041,27,7.488888888888888e-4
65042,27,7.488888888888888e-4
65043,25,8.087999999999999e-4
65044,23,7.313043478260868e-4
65045,25,4.0079999999999993e-4
65046,30,5.606666666666666e-4
65047,9,-0.002981111111111111
65048,12,-0.0016691666666666667
65049,21,0.0012933333333333332
65050,10,-0.002343
65051,8,-0.00377875
65052,21,0.0012933333333333332
65053,21,0.0012933333333333332
65054,39,-1.0974358974358976e-4
65055,22,6.099999999999999e-4
65056,20,5.009999999999999e-4
65057,23,-8.843478260869565e-4
65058,23,-8.843478260869565e-4
65059,24,-9.891666666666666e-4
65060,22,9.35e-4
65061,36,-3.0194444444444447e-4
65062,41,-1.8219512195121954e-4
65063,13,-0.0013384615384615386
65064,8,-0.00345
65065,9,-0.002688888888888889
65066,8,-0.003025
65067,10,-0.0020800000000000003
65068,10,-0.0020800000000000003
65069,15,-4.8000000000000007e-4
65070,15,-4.8000000000000007e-4
65071,17,-7.229411764705883e-4
65072,17,-7.229411764705883e-4
65073,20,-2.7450000000000006e-4
65074,20,-2.7450000000000006e-4
65075,20,-2.7450000000000006e-4
65076,19,3.368421052631578e-4
65077,20,3.199999999999999e-4
65078,21,3.047619047619047e-4
65079,23,2.782608695652173e-4
65080,24,-2.2875000000000006e-4
65081,21,3.047619047619047e-4
65082,22,-2.495454545454546e-4
65083,20,-2.7450000000000006e-4
65084,20,-2.7450000000000006e-4
65085,19,3.368421052631578e-4
65086,19,3.368421052631578e-4
65087,19,3.368421052631578e-4
65088,20,-2.7450000000000006e-4
65089,20,-2.7450000000000006e-4
65090,19,3.368421052631578e-4
65091,19,3.368421052631578e-4
65092,25,-8.360000000000007e-5
65093,24,-2.2875000000000006e-4
65094,21,-2.6142857142857147e-4
65095,21,-2.6142857142857147e-4
65096,21,3.047619047619047e-4
65097,22,-2.495454545454546e-4
65098,22,-2.495454545454546e-4
65099,22,-2.495454545454546e-4
65100,22,-2.495454545454546e-4
65101,22,-2.495454545454546e-4
65102,21,3.047619047619047e-4
65103,21,3.047619047619047e-4
65104,24,-2.2875000000000006e-4
65105,24,-2.2875000000000006e-4
65106,22,-2.495454545454546e-4
65107,22,-2.495454545454546e-4
65108,21,3.047619047619047e-4
65109,20,3.199999999999999e-4
65110,20,3.199999999999999e-4
65111,20,3.199999999999999e-4
65112,20,3.199999999999999e-4
65113,20,3.199999999999999e-4
65114,20,3.199999999999999e-4
65115,20,3.199999999999999e-4
65116,20,3.199999999999999e-4
65117,19,3.368421052631578e-4
65118,19,3.368421052631578e-4
65119,19,-2.889473684210527e-4
65120,19,-2.889473684210527e-4
65121,19,-2.889473684210527e-4
65122,19,-2.889473684210527e-4
65123,19,-2.889473684210527e-4
65124,19,-2.889473684210527e-4
65125,19,-2.889473684210527e-4
65126,19,-2.889473684210527e-4
65127,19,-2.889473684210527e-4
65128,21,-2.6142857142857147e-4
65129,21,-2.6142857142857147e-4
65130,20,-2.7450000000000006e-4
65131,19,-2.889473684210527e-4
65132,19,-2.889473684210527e-4
65133,19,-4.6789473684210535e-4
65134,21,-4.233333333333334e-4
65135,21,-4.233333333333334e-4
65136,19,-4.6789473684210535e-4
65137,18,-4.93888888888889e-4
65138,18,-4.93888888888889e-4
65139,18,-4.93888888888889e-4
65140,18,-4.93888888888889e-4
65141,18,-4.93888888888889e-4
65142,18,-4.93888888888889e-4
65143,18,-4.93888888888889e-4
65144,18,-4.93888888888889e-4
65145,18,-4.93888888888889e-4
65146,18,-4.93888888888889e-4
65147,19,-2.889473684210527e-4
65148,19,-2.889473684210527e-4
65149,19,-2.889473684210527e-4
65150,18,3.5555555555555546e-4
65151,20,-2.7450000000000006e-4
65152,20,-2.7450000000000006e-4
65153,21,-2.6142857142857147e-4
65154,23,-2.386956521739131e-4
65155,26,-8.038461538461544e-5
65156,76,0.0014128947368421052
65157,71,0.001464507042253521
65158,88,0.0011046590909090908
65185,42,8.952380952380952e-4
65186,41,8.07560975609756e-4
65187,40,0.00172
65188,76,8.523684210526315e-4
65189,4,0.0015075
65190,81,9.25679012345679e-4
65191,15,-6.173333333333333e-4
65218,20,-0.002613
65219,14,-0.003314285714285714
65220,15,-0.0033653333333333335
65221,9,0.0026444444444444445
65222,9,0.0026444444444444445
65223,3,0.0022666666666666664
65224,3,0.0022666666666666664
65225,3,0.0022666666666666664
65226,3,0.0022666666666666664
65227,20,-0.002783
65228,19,-0.003108421052631579
65229,21,-0.0024885714285714285
65230,20,-0.002783
65231,20,-0.002783
65232,20,-0.002783
65233,19,-0.002929473684210526
65234,19,-0.002929473684210526
65235,19,-0.002929473684210526
65236,20,-0.002613
65237,20,-0.002613
65433,34,-0.0012335294117647058
65434,32,-0.0016771874999999999
65435,10,-0.0018499999999999999
65436,8,-0.00377875
65437,8,-0.00377875
65438,8,-0.00377875
65439,10,-0.002683
65440,12,-0.0012583333333333333
65441,25,-4.268e-4
65442,19,-7.405263157894737e-4
65443,20,-7.035e-4
65444,34,-0.0014785294117647058
65446,43,-5.806976744186046e-4
65447,38,-8.497368421052631e-4
65448,23,-5.260869565217403e-5
65449,21,-5.761904761904775e-5
65450,8,-0.00377875
65451,8,-0.00377875
65452,8,-0.00377875
65453,45,-8.166666666666667e-4
65454,49,-5.095918367346939e-4
65455,46,-5.428260869565218e-4
65456,46,-4.6891304347826087e-4
65457,23,-9.052173913043479e-4
65458,47,-8.761702127659574e-4
65459,47,-0.001126808510638298
65460,12,-0.0025191666666666665
65461,5,-0.006046
65462,1,0
65463,1,0
65464,1,0
65465,1,0
65466,1,0
65467,3,-0.010076666666666666
65468,3,-0.010076666666666666
65469,4,-0.0075575
65470,4,-0.0075575
65471,4,-0.0075575
65472,4,-0.0075575
65473,3,-0.010076666666666666
65474,3,-0.010076666666666666
65475,3,-0.010076666666666666
65476,3,-0.010076666666666666
65477,3,-0.010076666666666666
65478,3,-0.010076666666666666
65479,3,-0.010076666666666666
65480,3,-0.010076666666666666
65481,3,-0.010076666666666666
65482,3,-0.010076666666666666
65483,1,0
65484,1,0
65485,3,-0.010076666666666666
65486,1,0
65487,1,0
65488,1,0
65489,1,0
65490,1,0
65491,1,0
65492,1,0
65493,1,0
65494,3,-0.010076666666666666
65495,1,0
65496,1,0
65497,1,0
65498,1,0
65499,1,0
65500,6,-0.005038333333333333
65501,7,-0.0043185714285714286
65502,4,-0.0075575
65503,1,0
65504,1,0
65505,1,0
65506,1,0
65507,3,-0.010076666666666666
65508,1,0
65509,1,0
65510,3,-0.010076666666666666
65511,3,-0.010076666666666666
65512,1,0
65513,2,0
65514,4,-0.0075575
65515,4,-0.0075575
65516,4,-0.0075575
65517,2,0
65518,2,0
65519,2,0
65520,2,0
65521,3,0
65522,3,0
65523,3,0
65524,5,-0.006046
65525,3,0
65526,6,-0.005038333333333333
65527,6,-0.005038333333333333
65528,3,0
65529,3,0
65530,3,0
65531,2,0
65532,2,0
65533,2,0
65534,2,0
65535,2,0
65536,4,-0.0075575
65537,2,0
65538,4,-0.0075575
65539,2,0
65540,2,0
65541,2,0
65542,2,0
65543,2,0
65544,4,-0.0075575
65545,4,-0.0075575
65546,2,0
65547,2,0
65548,4,-0.0075575
65549,4,-0.0075575
65550,4,-0.0075575
65551,4,-0.0075575
65552,4,-0.0075575
65553,4,-0.0075575
65554,4,-0.0075575
65555,4,-0.0075575
65556,4,-0.0075575
65557,5,-0.005366
65558,5,-0.005366
65559,5,-0.005366
65560,5,-0.005366
65561,5,-0.005366
65562,5,-0.005366
65563,5,-0.005366
65564,5,-0.005366
65565,5,-0.005366
65566,5,-0.005366
65567,5,-0.005366
65568,5,-0.005366
65569,5,-0.005366
65570,5,-0.005366
65571,5,-0.005366
65572,5,-0.005366
65573,5,-0.005366
65574,5,-0.005366
65575,5,-0.005366
65576,5,-0.005366
65577,5,-0.005366
65578,5,-0.005366
65579,5,-0.005366
65580,5,-0.005366
65581,5,-0.005366
65582,5,-0.005366
65583,5,-0.005366
65584,5,-0.005366
65585,5,-0.005366
65586,5,-0.005366
65587,5,-0.005366
65588,5,-0.005366
65589,5,-0.005366
65590,5,-0.005366
65591,6,-0.004471666666666666
65592,6,-0.004471666666666666
65593,7,-0.003347142857142857
65594,8,-0.00292875
65595,9,-0.0026033333333333334
65596,9,-0.0026033333333333334
65597,9,-0.0026033333333333334
65598,9,-0.0026033333333333334
65599,9,-0.0026033333333333334
65600,8,-0.00292875
65601,8,-0.00292875
65602,8,-0.00292875
65603,8,-0.00292875
65604,8,-0.00292875
65605,9,-0.0022255555555555557
65606,9,-0.0022255555555555557
65607,10,-0.002003
65608,10,-0.002003
65609,11,-0.001820909090909091
65610,11,-0.001820909090909091
65611,11,-0.001820909090909091
65612,11,-0.001820909090909091
65613,10,-0.002003
65614,10,-0.002003
65615,10,-0.002003
65616,11,-0.001820909090909091
65617,11,-0.001820909090909091
65618,11,-0.001820909090909091
65619,11,-0.001820909090909091
65620,11,-0.001820909090909091
65621,11,-0.001820909090909091
65622,11,-0.001820909090909091
65623,12,-0.0016691666666666667
65624,12,-0.0016691666666666667
65625,11,-0.00213
65626,11,-0.00213
65627,10,-0.002343
65628,10,-0.002343
65629,10,-0.002343
65630,12,-0.0019525
65631,39,-2.315384615384616e-4
65632,67,-6.470149253731344e-4
65741,24,6.779166666666666e-4
65742,31,-4.035483870967742e-4
65743,47,5.521276595744681e-4
65744,46,-9.304347826086958e-5
65745,50,-4.284e-4
65746,28,7.221428571428571e-4
65747,23,0.0011808695652173913
65748,49,-3.677551020408163e-4
65749,24,-0.0011683333333333333
65751,40,2.2024999999999996e-4
65752,46,-3.9173913043478266e-4
65753,47,-3.110638297872341e-4
65754,48,-3.0458333333333336e-4
65755,22,0.001389090909090909
65756,22,0.0012345454545454545
65757,25,6.727999999999999e-4
65758,25,6.727999999999999e-4
65759,44,-4.095454545454546e-4
65760,45,-3.2488888888888894e-4
65761,50,-2.924e-4
65762,47,-3.110638297872341e-4
65763,26,7.776923076923076e-4
65764,26,7.776923076923076e-4
65765,26,6.469230769230768e-4
65766,24,0.0011316666666666667
65767,8,-0.00377875
65768,7,-0.0043185714285714286
65769,7,-0.003832857142857143
65770,7,-0.003832857142857143
65771,6,-0.005038333333333333
65772,6,-0.005038333333333333
65773,9,-0.002981111111111111
65774,21,0.0012933333333333332
65775,23,5.834782608695651e-4
65776,42,-4.290476190476191e-4
65777,20,0.0010285
65778,21,0.0011414285714285714
65779,18,3.677777777777777e-4
65780,37,-4.775675675675676e-4
65781,25,0.0014504
65782,40,-1.8675e-4
65783,13,-0.0013384615384615386
65784,7,-0.003942857142857143
65785,8,-0.003025
65786,8,-0.003025
65787,11,-0.0018909090909090909
65788,10,-0.0020800000000000003
65789,15,-4.8000000000000007e-4
65790,15,-4.8000000000000007e-4
65791,17,-7.229411764705883e-4
65792,17,-7.229411764705883e-4
65793,20,-2.7450000000000006e-4
65794,20,-2.7450000000000006e-4
65795,19,-2.889473684210527e-4
65796,19,-2.889473684210527e-4
65797,20,3.199999999999999e-4
65798,20,3.199999999999999e-4
65799,20,3.199999999999999e-4
65800,22,-2.495454545454546e-4
65801,21,-2.6142857142857147e-4
65802,21,3.047619047619047e-4
65803,20,3.199999999999999e-4
65804,19,3.368421052631578e-4
65805,19,3.368421052631578e-4
65806,19,3.368421052631578e-4
65807,20,3.199999999999999e-4
65808,20,3.199999999999999e-4
65809,19,3.368421052631578e-4
