iucn_sid,sciname,old_cat,iucn_rgn,cat_score,cat_current
182779,Arius gigas,NT,pan-africa,0.2,NT
182822,Stenogobius kenyae,LC,eastern_africa,0,LC
182822,Stenogobius kenyae,LC,southern_africa,0,LC
182822,Stenogobius kenyae,LC,pan-africa,0,LC
182933,Gobioides sagitta,LC,western_africa,0,LC
182933,Gobioides sagitta,LC,pan-africa,0,LC
182997,Chrysichthys nigrodigitatus,DD,northern_africa,NA,DD
182997,Chrysichthys nigrodigitatus,LC,southern_africa,0,LC
182997,Chrysichthys nigrodigitatus,LC,western_africa,0,LC
182997,Chrysichthys nigrodigitatus,LC,central_africa,0,LC
182997,Chrysichthys nigrodigitatus,LC,pan-africa,0,LC
183097,Microphis brachyurus ssp. aculeatus,DD,southern_africa,NA,DD
183097,Microphis brachyurus ssp. aculeatus,LC,western_africa,0,LC
183097,Microphis brachyurus ssp. aculeatus,"NA",central_africa,NA,NA
183097,Microphis brachyurus ssp. aculeatus,LC,pan-africa,0,LC
183152,Microphis fluviatilis,LC,eastern_africa,0,LC
183152,Microphis fluviatilis,LC,southern_africa,0,LC
183152,Microphis fluviatilis,LC,pan-africa,0,LC
183153,Myrophis plumbeus,LC,central_africa,0,LC
183153,Myrophis plumbeus,LC,pan-africa,0,LC
183155,Anguilla mossambica,LC,eastern_africa,0,LC
183155,Anguilla mossambica,LC,southern_africa,0,LC
183155,Anguilla mossambica,LC,pan-africa,0,LC
183158,Kuhlia rupestris,LC,eastern_africa,0,LC
183158,Kuhlia rupestris,LC,pan-africa,0,LC
183160,Awaous aeneofuscus,LC,eastern_africa,0,LC
183160,Awaous aeneofuscus,LC,southern_africa,0,LC
183160,Awaous aeneofuscus,LC,pan-africa,0,LC
183165,Arius africanus,LC,eastern_africa,0,LC
183165,Arius africanus,LC,pan-africa,0,LC
183167,Hippichthys cyanospilos,LC,eastern_africa,0,LC
183167,Hippichthys cyanospilos,LC,pan-africa,0,LC
183169,Eleotris vittata,LC,southern_africa,0,LC
183169,Eleotris vittata,LC,western_africa,0,LC
183169,Eleotris vittata,LC,central_africa,0,LC
183169,Eleotris vittata,LC,pan-africa,0,LC
183171,Liza dumerili,LC,western_africa,0,LC
183171,Liza dumerili,LC,central_africa,0,LC
183171,Liza dumerili,LC,pan-africa,0,LC
183177,Bathygobius soporator,LC,western_africa,0,LC
183177,Bathygobius soporator,LC,central_africa,0,LC
183177,Bathygobius soporator,LC,gulf_of_mexico,0,LC
183177,Bathygobius soporator,LC,pan-africa,0,LC
183214,Doryrhamphus excisus,DD,persian_gulf,NA,DD
183274,Tylosurus crocodilus,LC,persian_gulf,0,LC
183776,Hirundichthys rondeletii,LC,europe,0,LC
183776,Hirundichthys rondeletii,LC,mediterranean,0,LC
183992,Gerres cinereus,LC,gulf_of_mexico,0,LC
184493,Melampus massauensis,DD,pan-africa,NA,DD
184493,Melampus massauensis,DD,northeastern_africa,NA,DD
184520,Laemodonta oblonga,DD,pan-africa,NA,DD
184520,Laemodonta oblonga,DD,northeastern_africa,NA,DD
184552,Hydrobia recta,LC,northern_africa,0,LC
184552,Hydrobia recta,LC,pan-africa,0,LC
184554,Iphigenia delessertii,LC,central_africa,0,LC
184554,Iphigenia delessertii,LC,pan-africa,0,LC
184576,Laemodonta amplicata,DD,pan-africa,NA,DD
184576,Laemodonta amplicata,DD,northeastern_africa,NA,DD
184590,Egeria nux,LC,central_africa,0,LC
184590,Egeria nux,LC,pan-africa,0,LC
184626,Iphigenia curta,LC,central_africa,0,LC
184626,Iphigenia curta,LC,pan-africa,0,LC
184635,Egeria schwabi,DD,central_africa,NA,DD
184635,Egeria schwabi,DD,pan-africa,NA,DD
184679,Cerithidea decollata,DD,eastern_africa,NA,DD
184679,Cerithidea decollata,LC,pan-africa,0,LC
184679,Cerithidea decollata,DD,northeastern_africa,NA,DD
184686,Mytilopsis africanus,LC,central_africa,0,LC
184686,Mytilopsis africanus,LC,pan-africa,0,LC
184700,Egeria heukelomii,LC,central_africa,0,LC
184700,Egeria heukelomii,LC,pan-africa,0,LC
184711,Iphigenia laevigata,LC,central_africa,0,LC
184711,Iphigenia laevigata,LC,pan-africa,0,LC
184723,Egeria congica,LC,central_africa,0,LC
184723,Egeria congica,LC,pan-africa,0,LC
184732,Egeria tenuicula,DD,central_africa,NA,DD
184732,Egeria tenuicula,DD,pan-africa,NA,DD
184740,Hydrobia musaensis,LC,northern_africa,0,LC
184740,Hydrobia musaensis,LC,pan-africa,0,LC
185126,Blennius ocellaris,LC,europe,0,LC
185126,Blennius ocellaris,LC,mediterranean,0,LC
185127,Lipophrys trigloides,LC,europe,0,LC
185127,Lipophrys trigloides,LC,mediterranean,0,LC
185128,Parablennius gattorugine,LC,europe,0,LC
185128,Parablennius gattorugine,LC,mediterranean,0,LC
185129,Ophioblennius atlanticus,LC,europe,0,LC
185146,Tripterygion delaisi,LC,europe,0,LC
185146,Tripterygion delaisi,LC,mediterranean,0,LC
185155,Clinitrachus argentatus,LC,europe,0,LC
185155,Clinitrachus argentatus,LC,mediterranean,0,LC
185156,Microlipophrys canevae,LC,europe,0,LC
185156,Microlipophrys canevae,LC,mediterranean,0,LC
185162,Parablennius ruber,LC,europe,0,LC
185165,Coryphoblennius galerita,LC,europe,0,LC
185165,Coryphoblennius galerita,LC,mediterranean,0,LC
185168,Aidablennius sphynx,LC,europe,0,LC
185168,Aidablennius sphynx,LC,mediterranean,0,LC
185175,Salaria pavo,LC,europe,0,LC
185175,Salaria pavo,LC,mediterranean,0,LC
185180,Lipophrys pholis,LC,europe,0,LC
185181,Parablennius incognitus,LC,europe,0,LC
185181,Parablennius incognitus,LC,mediterranean,0,LC
185182,Dactylopterus volitans,LC,europe,0,LC
185182,Dactylopterus volitans,LC,mediterranean,0,LC
185182,Dactylopterus volitans,LC,gulf_of_mexico,0,LC
185185,Parablennius tentacularis,LC,europe,0,LC
185185,Parablennius tentacularis,LC,mediterranean,0,LC
185193,Parablennius sanguinolentus,LC,europe,0,LC
185193,Parablennius sanguinolentus,LC,mediterranean,0,LC
185774,Pedipes affinis,DD,pan-africa,NA,DD
185774,Pedipes affinis,DD,northeastern_africa,NA,DD
185780,Pirenella conica,DD,northeastern_africa,NA,DD
185865,Phaeoptyx pigmentaria,LC,gulf_of_mexico,0,LC
185866,Phaeoptyx conklini,LC,gulf_of_mexico,0,LC
185868,Astrapogon alutus,LC,gulf_of_mexico,0,LC
185869,Astrapogon stellatus,LC,gulf_of_mexico,0,LC
185870,Astrapogon puncticulatus,LC,gulf_of_mexico,0,LC
185874,Eucinostomus lefroyi,LC,gulf_of_mexico,0,LC
185885,Nes longus,LC,gulf_of_mexico,0,LC
185909,Varicus marilynae,DD,gulf_of_mexico,NA,DD
185921,Gramma loreto,LC,gulf_of_mexico,0,LC
185922,Acyrtops beryllinus,LC,gulf_of_mexico,0,LC
185923,Apogon binotatus,LC,gulf_of_mexico,0,LC
185924,Paroncheilus affinis,LC,gulf_of_mexico,0,LC
185925,Apogon aurolineatus,LC,gulf_of_mexico,0,LC
185926,Apogon lachneri,LC,gulf_of_mexico,0,LC
185929,Apogon robinsi,DD,gulf_of_mexico,NA,DD
185931,Apogon pseudomaculatus,LC,gulf_of_mexico,0,LC
185934,Apogon phenax,LC,gulf_of_mexico,0,LC
185935,Apogon quadrisquamatus,LC,gulf_of_mexico,0,LC
185936,Apogon townsendi,LC,gulf_of_mexico,0,LC
185937,Apogon maculatus,LC,gulf_of_mexico,0,LC
185938,Apogon pillionatus,LC,gulf_of_mexico,0,LC
185942,Barbulifer ceuthoecus,LC,gulf_of_mexico,0,LC
185943,Bathygobius curacao,LC,gulf_of_mexico,0,LC
185945,Bollmannia eigenmanni,LC,gulf_of_mexico,0,LC
185947,Bollmannia communis,LC,gulf_of_mexico,0,LC
185948,Chriolepis benthonis,DD,gulf_of_mexico,NA,DD
185950,Chriolepis vespa,LC,gulf_of_mexico,0,LC
185955,Coryphopterus tortugae,VU,gulf_of_mexico,0.4,VU
185959,Coryphopterus punctipectophorus,LC,gulf_of_mexico,0,LC
185962,Coryphopterus dicrus,LC,gulf_of_mexico,0,LC
185963,Ctenogobius boleosoma,LC,gulf_of_mexico,0,LC
185964,Ctenogobius smaragdus,LC,gulf_of_mexico,0,LC
185965,Ctenogobius saepepallens,LC,gulf_of_mexico,0,LC
185967,Ctenogobius stigmaturus,LC,gulf_of_mexico,0,LC
185968,Ctenogobius claytonii,VU,gulf_of_mexico,0.4,VU
185971,Diapterus auratus,LC,gulf_of_mexico,0,LC
185972,Dormitator maculatus,LC,gulf_of_mexico,0,LC
185981,Tigrigobius multifasciatus,LC,gulf_of_mexico,0,LC
185982,Tigrigobius macrodon,LC,gulf_of_mexico,0,LC
185989,Eleotris amblyopsis,LC,gulf_of_mexico,0,LC
185990,Eleotris perniger,LC,gulf_of_mexico,0,LC
185992,Erotelis smaragdus,LC,gulf_of_mexico,0,LC
185993,Eucinostomus melanopterus,LC,gulf_of_mexico,0,LC
185994,Eucinostomus argenteus,LC,gulf_of_mexico,0,LC
185995,Eucinostomus gula,LC,gulf_of_mexico,0,LC
185996,Eucinostomus jonesii,LC,gulf_of_mexico,0,LC
185997,Eugerres plumieri,LC,gulf_of_mexico,0,LC
185998,Eugerres brasilianus,LC,gulf_of_mexico,0,LC
185999,Evorthodus lyricus,LC,gulf_of_mexico,0,LC
186005,Gobiesox strumosus,LC,gulf_of_mexico,0,LC
186007,Gobioides broussonnetii,LC,gulf_of_mexico,0,LC
186008,Gobiomorus dormitor,LC,gulf_of_mexico,0,LC
186011,Gobiosoma longipala,LC,gulf_of_mexico,0,LC
186012,Gobiosoma bosc,LC,gulf_of_mexico,0,LC
186019,Guavina guavina,LC,gulf_of_mexico,0,LC
186022,Lipogramma regia,DD,gulf_of_mexico,NA,DD
186025,Lipogramma anabantoides,DD,gulf_of_mexico,NA,DD
186026,Lipogramma trilineata,DD,gulf_of_mexico,NA,DD
186028,Lythrypnus phorellus,LC,gulf_of_mexico,0,LC
186030,Lythrypnus spilus,LC,gulf_of_mexico,0,LC
186033,Lythrypnus nesiotes,LC,gulf_of_mexico,0,LC
186035,Microgobius carri,LC,gulf_of_mexico,0,LC
186036,Microgobius signatus,DD,gulf_of_mexico,NA,DD
186037,Microgobius thalassinus,LC,gulf_of_mexico,0,LC
186038,Microgobius microlepis,LC,gulf_of_mexico,0,LC
186040,Microgobius gulosus,LC,gulf_of_mexico,0,LC
186041,Oxyurichthys stigmalophius,LC,gulf_of_mexico,0,LC
186042,Palatogobius paradoxus,LC,gulf_of_mexico,0,LC
186043,Parrella macropteryx,DD,gulf_of_mexico,NA,DD
186052,Ptereleotris calliura,LC,gulf_of_mexico,0,LC
186053,Ptereleotris helenae,DD,gulf_of_mexico,NA,DD
186061,Tomicodon rupestris,LC,gulf_of_mexico,0,LC
186069,Mauligobius nigri,DD,central_africa,NA,DD
186078,Bathygobius casamancus,"NA",central_africa,NA,NA
186106,Acantholabrus palloni,LC,europe,0,LC
186106,Acantholabrus palloni,LC,mediterranean,0,LC
187381,Thalassoma lunare,LC,persian_gulf,0,LC
187382,Halichoeres marginatus,VU,persian_gulf,0.4,VU
187390,Suezichthys caudavittatus,LC,persian_gulf,0,LC
187393,Paracheilinus mccoskeri,LC,persian_gulf,0,LC
187396,Labroides dimidiatus,LC,persian_gulf,0,LC
187397,Labrus mixtus,LC,europe,0,LC
187397,Labrus mixtus,LC,mediterranean,0,LC
187398,Labrus bergylta,LC,europe,0,LC
187405,Halichoeres caudalis,LC,gulf_of_mexico,0,LC
187418,Thalassoma pavo,LC,europe,0,LC
187418,Thalassoma pavo,LC,mediterranean,0,LC
187455,Symphodus trutta,LC,europe,0,LC
187456,Doratonotus megalepis,LC,gulf_of_mexico,0,LC
187465,Halichoeres stigmaticus,LC,persian_gulf,0,LC
187475,Symphodus mediterraneus,LC,europe,0,LC
187475,Symphodus mediterraneus,LC,mediterranean,0,LC
187482,Halichoeres bivittatus,LC,gulf_of_mexico,0,LC
187492,Symphodus ocellatus,LC,europe,0,LC
187492,Symphodus ocellatus,LC,mediterranean,0,LC
187495,Bodianus scrofa,VU,europe,0.4,VU
187512,Halichoeres cyanocephalus,LC,gulf_of_mexico,0,LC
187522,Symphodus bailloni,LC,europe,0,LC
187522,Symphodus bailloni,DD,mediterranean,NA,DD
187541,Labrus merula,LC,europe,0,LC
187541,Labrus merula,LC,mediterranean,0,LC
187549,Halichoeres maculipinna,LC,gulf_of_mexico,0,LC
187563,Stethojulis interrupta,LC,persian_gulf,0,LC
187570,Bodianus pulchellus,LC,gulf_of_mexico,0,LC
187573,Symphodus rostratus,LC,europe,0,LC
187573,Symphodus rostratus,LC,mediterranean,0,LC
187584,Halichoeres poeyi,LC,gulf_of_mexico,0,LC
187595,Symphodus caeruleus,LC,europe,0,LC
187600,Halichoeres nigrescens,LC,persian_gulf,0,LC
187608,Halichoeres burekae,EN,gulf_of_mexico,0.6,EN
187613,Decodon puellaris,LC,gulf_of_mexico,0,LC
187618,Cheilinus lunulatus,LC,persian_gulf,0,LC
187652,Thalassoma bifasciatum,LC,gulf_of_mexico,0,LC
187653,Symphodus roissali,LC,europe,0,LC
187653,Symphodus roissali,LC,mediterranean,0,LC
187654,Labrus viridis,VU,europe,0.4,VU
187654,Labrus viridis,VU,mediterranean,0.4,VU
187670,Xyrichtys splendens,LC,gulf_of_mexico,0,LC
187672,Bodianus rufus,LC,gulf_of_mexico,0,LC
187678,Lappanella fasciata,LC,europe,0,LC
187684,Pteragogus flagellifer,LC,persian_gulf,0,LC
187696,Xyrichtys novacula,LC,europe,0,LC
187696,Xyrichtys novacula,LC,mediterranean,0,LC
187696,Xyrichtys novacula,LC,gulf_of_mexico,0,LC
187703,Halichoeres bathyphilus,LC,gulf_of_mexico,0,LC
187714,Symphodus cinereus,LC,europe,0,LC
187714,Symphodus cinereus,LC,mediterranean,0,LC
187727,Iniistius bimaculatus,LC,persian_gulf,0,LC
187736,Halichoeres radiatus,LC,gulf_of_mexico,0,LC
187747,Choerodon robustus,LC,persian_gulf,0,LC
187748,Symphodus melops,LC,europe,0,LC
187748,Symphodus melops,LC,mediterranean,0,LC
187751,Ctenolabrus rupestris,LC,europe,0,LC
187751,Ctenolabrus rupestris,LC,mediterranean,0,LC
187752,Coris julis,LC,europe,0,LC
187752,Coris julis,LC,mediterranean,0,LC
187756,Symphodus melanocercus,LC,europe,0,LC
187756,Symphodus melanocercus,LC,mediterranean,0,LC
187775,Symphodus doderleini,LC,europe,0,LC
187775,Symphodus doderleini,LC,mediterranean,0,LC
187790,Halichoeres leptotaenia,LC,persian_gulf,0,LC
187797,Leptojulis cyanopleura,LC,persian_gulf,0,LC
187803,Centrolabrus exoletus,LC,europe,0,LC
187805,Symphodus tinca,LC,europe,0,LC
187805,Symphodus tinca,LC,mediterranean,0,LC
187935,Terapon theraps,LC,persian_gulf,0,LC
188113,Ponticola eurycephalus,LC,europe,0,LC
188114,Ponticola gorlap,LC,europe,0,LC
188115,Ponticola kessleri,LC,europe,0,LC
188116,Ponticola syrman,LC,europe,0,LC
188118,Babka gymnotrachelus,LC,europe,0,LC
188315,Chromis enchrysura,LC,gulf_of_mexico,0,LC
188324,Chromis chromis,LC,europe,0,LC
188324,Chromis chromis,LC,mediterranean,0,LC
188419,Abudefduf luridus,LC,europe,0,LC
188434,Abudefduf taurus,LC,gulf_of_mexico,0,LC
188469,Chromis scotti,LC,gulf_of_mexico,0,LC
188471,Stegastes otophorus,EN,gulf_of_mexico,0.6,EN
188486,Chromis limbata,LC,europe,0,LC
188496,Stegastes planifrons,LC,gulf_of_mexico,0,LC
188539,Stegastes partitus,LC,gulf_of_mexico,0,LC
188551,Stegastes adustus,LC,gulf_of_mexico,0,LC
188569,Stegastes leucostictus,LC,gulf_of_mexico,0,LC
188581,Abudefduf saxatilis,LC,gulf_of_mexico,0,LC
188592,Stegastes diencaeus,LC,gulf_of_mexico,0,LC
188607,Chromis multilineata,LC,gulf_of_mexico,0,LC
188609,Abudefduf vaigiensis,VU,persian_gulf,0.4,VU
188617,Microspathodon chrysurus,LC,gulf_of_mexico,0,LC
188624,Chromis insolata,LC,gulf_of_mexico,0,LC
189818,Lestidiops jayakari,LC,europe,0,LC
189818,Lestidiops jayakari,LC,mediterranean,0,LC
189819,Strongylura notata,LC,gulf_of_mexico,0,LC
189820,Tylosurus acus,LC,europe,0,LC
189820,Tylosurus acus,LC,mediterranean,0,LC
189823,Cyprinodon variegatus,LC,gulf_of_mexico,0,LC
189828,Trachyscorpia cristulata,LC,europe,0,LC
189829,Chilomycterus spinosus,"NA",europe,NA,NA
190064,Chaunax pictus,LC,europe,0,LC
190064,Chaunax pictus,DD,mediterranean,NA,DD
190065,Cottunculus thomsonii,LC,europe,0,LC
190066,Foetorepus goodenbeani,LC,gulf_of_mexico,0,LC
190067,Cryptopsaras couesii,LC,europe,0,LC
190070,Pseudocaranx dentex,LC,europe,0,LC
190070,Pseudocaranx dentex,DD,mediterranean,NA,DD
190071,Channomuraena vittata,DD,gulf_of_mexico,NA,DD
190072,Bembrops macromma,LC,gulf_of_mexico,0,LC
190079,Opistognathus aurifrons,LC,gulf_of_mexico,0,LC
190080,Remora osteochir,LC,europe,0,LC
190080,Remora osteochir,DD,mediterranean,NA,DD
190080,Remora osteochir,LC,gulf_of_mexico,0,LC
190081,Paralichthys squamilentus,LC,gulf_of_mexico,0,LC
190083,Lutjanus mahogoni,LC,gulf_of_mexico,0,LC
190086,Pontinus longispinis,LC,gulf_of_mexico,0,LC
190090,Trichiurus lepturus,LC,persian_gulf,0,LC
190090,Trichiurus lepturus,DD,europe,NA,DD
190090,Trichiurus lepturus,LC,mediterranean,0,LC
190090,Trichiurus lepturus,LC,gulf_of_mexico,0,LC
190091,Physiculus fulvus,LC,gulf_of_mexico,0,LC
190093,Malacocephalus laevis,LC,europe,0,LC
190095,Evoxymetopon taeniatus,LC,gulf_of_mexico,0,LC
190097,Bellator brachychir,LC,gulf_of_mexico,0,LC
190100,Hygophum benoiti,LC,europe,0,LC
190100,Hygophum benoiti,LC,mediterranean,0,LC
190101,Sudis hyalina,DD,europe,NA,DD
190101,Sudis hyalina,DD,mediterranean,NA,DD
190102,Bothus lunatus,LC,gulf_of_mexico,0,LC
190103,Melanostomias biseriatus,"NA",europe,NA,NA
190104,Anchoa parva,LC,gulf_of_mexico,0,LC
190105,Plectranthias garrupellus,LC,gulf_of_mexico,0,LC
190111,Fundulus grandis,LC,gulf_of_mexico,0,LC
190116,Luvarus imperialis,LC,europe,0,LC
190116,Luvarus imperialis,LC,mediterranean,0,LC
190116,Luvarus imperialis,DD,gulf_of_mexico,NA,DD
190117,Decapterus macarellus,"NA",europe,NA,NA
190117,Decapterus macarellus,LC,gulf_of_mexico,0,LC
190118,Argyropelecus affinis,"NA",europe,NA,NA
190121,Hypoplectrus chlorurus,LC,gulf_of_mexico,0,LC
190123,Cheilopogon cyanopterus,"NA",europe,NA,NA
190123,Cheilopogon cyanopterus,LC,gulf_of_mexico,0,LC
190129,Ancylopsetta ommata,LC,gulf_of_mexico,0,LC
190130,Argyripnus atlanticus,"NA",europe,NA,NA
190132,Haemulon plumierii,LC,gulf_of_mexico,0,LC
190133,Cyclothone microdon,LC,europe,0,LC
190133,Cyclothone microdon,LC,mediterranean,0,LC
190135,Xenocephalus egregius,LC,gulf_of_mexico,0,LC
190136,Ogcocephalus pantostictus,LC,gulf_of_mexico,0,LC
190137,Diretmichthys parini,"NA",europe,NA,NA
190138,Rhomboplites aurorubens,VU,gulf_of_mexico,0.4,VU
190139,Seriola fasciata,LC,europe,0,LC
190139,Seriola fasciata,LC,gulf_of_mexico,0,LC
190140,Hyperoglyphe bythites,LC,gulf_of_mexico,0,LC
190142,Hoplunnis tenuis,LC,gulf_of_mexico,0,LC
190145,Sternoptyx pseudobscura,LC,europe,0,LC
190147,Searsia koefoedi,LC,europe,0,LC
190148,Emmelichthys ruber,DD,gulf_of_mexico,NA,DD
190149,Malacosteus niger,LC,europe,0,LC
190151,Kathetostoma albigutta,LC,gulf_of_mexico,0,LC
190154,Bassozetus compressus,"NA",europe,NA,NA
190155,Parophidion schmidti,LC,gulf_of_mexico,0,LC
190156,Pristipomoides aquilonaris,LC,gulf_of_mexico,0,LC
190157,Lophodolos acanthognathus,LC,europe,0,LC
190160,Ophichthus ophis,LC,gulf_of_mexico,0,LC
190161,Synagrops trispinosus,DD,gulf_of_mexico,NA,DD
190163,Exocoetus obtusirostris,LC,europe,0,LC
190163,Exocoetus obtusirostris,DD,mediterranean,NA,DD
190163,Exocoetus obtusirostris,LC,gulf_of_mexico,0,LC
190164,Decapterus tabl,LC,gulf_of_mexico,0,LC
190166,Ariosoma anale,LC,gulf_of_mexico,0,LC
190168,Mugil curema,LC,gulf_of_mexico,0,LC
190170,Lutjanus buccanella,LC,gulf_of_mexico,0,LC
190173,Hypoplectrus aberrans,LC,gulf_of_mexico,0,LC
190176,Bonapartia pedaliota,LC,europe,0,LC
190178,Centropristis fuscula,LC,gulf_of_mexico,0,LC
190183,Histrio histrio,LC,europe,0,LC
190183,Histrio histrio,LC,gulf_of_mexico,0,LC
190185,Brevoortia smithi,LC,gulf_of_mexico,0,LC
190190,Rachycentron canadum,LC,persian_gulf,0,LC
190190,Rachycentron canadum,LC,gulf_of_mexico,0,LC
190191,Caulolatilus microps,DD,gulf_of_mexico,NA,DD
190193,Sphoeroides pachygaster,LC,europe,0,LC
190193,Sphoeroides pachygaster,LC,gulf_of_mexico,0,LC
190195,Strongylura timucu,LC,gulf_of_mexico,0,LC
190197,Diaphus mollis,"NA",europe,NA,NA
190200,Ogcocephalus corniger,LC,gulf_of_mexico,0,LC
190201,Acanthonus armatus,"NA",europe,NA,NA
190203,Chauliodus danae,LC,europe,0,LC
190205,Emmelichthyops atlanticus,LC,gulf_of_mexico,0,LC
190206,Haemulon album,DD,gulf_of_mexico,NA,DD
190207,Lophotus lacepede,LC,europe,0,LC
190207,Lophotus lacepede,DD,mediterranean,NA,DD
190208,Symphurus piger,LC,gulf_of_mexico,0,LC
190211,Scomberesox saurus,LC,europe,0,LC
190211,Scomberesox saurus,LC,mediterranean,0,LC
190214,Nemichthys scolopaceus,LC,europe,0,LC
190214,Nemichthys scolopaceus,LC,mediterranean,0,LC
190217,Platytroctes apus,LC,europe,0,LC
190218,Serranus atrobranchus,LC,gulf_of_mexico,0,LC
190219,Syacium gunteri,LC,gulf_of_mexico,0,LC
190220,Pseudomyrophis fugesae,LC,gulf_of_mexico,0,LC
190221,Lutjanus jocu,LC,gulf_of_mexico,0,LC
190222,Anchoa mitchilli,LC,gulf_of_mexico,0,LC
190223,Manducus maderensis,"NA",europe,NA,NA
190226,Diplectrum radiale,LC,gulf_of_mexico,0,LC
190227,Symphurus tessellatus,DD,gulf_of_mexico,NA,DD
190229,Astronesthes leucopogon,LC,europe,0,LC
190232,Taaningichthys bathyphilus,LC,europe,0,LC
190233,Scorpaena agassizii,LC,gulf_of_mexico,0,LC
190237,Squalogadus modificatus,"NA",europe,NA,NA
190239,Poromitra crassiceps,LC,europe,0,LC
190241,Melanorhinus microps,LC,gulf_of_mexico,0,LC
190243,Bathypterois longipes,LC,europe,0,LC
190244,Lepophidium jeannae,LC,gulf_of_mexico,0,LC
190250,Gymnothorax maderensis,LC,europe,0,LC
190250,Gymnothorax maderensis,DD,gulf_of_mexico,NA,DD
190251,Hemanthias leptus,LC,gulf_of_mexico,0,LC
190253,Opistognathus macrognathus,LC,gulf_of_mexico,0,LC
190255,Cookeolus japonicus,"NA",europe,NA,NA
190256,Eustomias tetranema,"NA",europe,NA,NA
190257,Opsanus beta,LC,gulf_of_mexico,0,LC
190258,Polymetme thaeocoryla,LC,europe,0,LC
190260,Cetostoma regani,"NA",europe,NA,NA
190261,Notolychnus valdiviae,LC,europe,0,LC
190264,Rouleina maderensis,DD,europe,NA,DD
190265,Bathytroctes microlepis,LC,europe,0,LC
190269,Anchoa colonensis,LC,gulf_of_mexico,0,LC
190274,Trichopsetta ventralis,LC,gulf_of_mexico,0,LC
190276,Cheilopogon melanurus,LC,gulf_of_mexico,0,LC
190278,Dolopichthys longicornis,"NA",europe,NA,NA
190279,Pomatomus saltatrix,NT,europe,0.2,NT
190279,Pomatomus saltatrix,LC,mediterranean,0,LC
190279,Pomatomus saltatrix,LC,gulf_of_mexico,0,LC
190281,Parahollardia lineata,LC,gulf_of_mexico,0,LC
190282,Bathytroctes macrolepis,LC,europe,0,LC
190283,Prionotus rubio,LC,gulf_of_mexico,0,LC
190285,Ichthyococcus ovatus,LC,europe,0,LC
190285,Ichthyococcus ovatus,LC,mediterranean,0,LC
190287,Lepidocybium flavobrunneum,DD,europe,NA,DD
190292,Hirundichthys speculiger,LC,europe,0,LC
190292,Hirundichthys speculiger,DD,mediterranean,NA,DD
190292,Hirundichthys speculiger,LC,gulf_of_mexico,0,LC
190295,Haemulon bonariense,LC,gulf_of_mexico,0,LC
190296,Tetragonurus atlanticus,"NA",europe,NA,NA
190297,Serranus baldwini,LC,gulf_of_mexico,0,LC
190298,Photostylus pycnopterus,LC,europe,0,LC
190300,Cyclothone alba,LC,europe,0,LC
190302,Photostomias guernei,LC,europe,0,LC
190307,Neobythites marginatus,LC,gulf_of_mexico,0,LC
190308,Ophichthus spinicauda,DD,gulf_of_mexico,NA,DD
190309,Etelis oculatus,LC,gulf_of_mexico,0,LC
190310,Chiasmodon niger,LC,europe,0,LC
190311,Nannobrachium lineatum,"NA",europe,NA,NA
190314,Diaphus dumerilii,"NA",europe,NA,NA
190315,Serrivomer beanii,LC,europe,0,LC
190316,Scopelarchus analis,"NA",europe,NA,NA
190317,Bolinichthys photothorax,"NA",europe,NA,NA
190318,Gymnothorax polygonius,DD,europe,NA,DD
190318,Gymnothorax polygonius,DD,gulf_of_mexico,NA,DD
190320,Opsanus phobetron,LC,gulf_of_mexico,0,LC
190324,Chauliodus sloani,LC,europe,0,LC
190324,Chauliodus sloani,LC,mediterranean,0,LC
190325,Diplectrum bivittatum,LC,gulf_of_mexico,0,LC
190327,Centropomus parallelus,LC,gulf_of_mexico,0,LC
190329,Cyprinodon artifrons,LC,gulf_of_mexico,0,LC
190330,Pterycombus brama,LC,europe,0,LC
190330,Pterycombus brama,LC,gulf_of_mexico,0,LC
190331,Gyrinomimus myersi,"NA",europe,NA,NA
190332,Canthidermis sufflamen,"NA",europe,NA,NA
190332,Canthidermis sufflamen,LC,gulf_of_mexico,0,LC
190333,Aluterus heudelotii,LC,gulf_of_mexico,0,LC
190334,Bathytyphlops sewelli,"NA",europe,NA,NA
190336,Scorpaena calcarata,LC,gulf_of_mexico,0,LC
190339,Serranus subligarius,LC,gulf_of_mexico,0,LC
190340,Hemicaranx amblyrhynchus,LC,gulf_of_mexico,0,LC
190341,Acanthochaenus luetkenii,"NA",europe,NA,NA
190342,Neoconger mucronatus,LC,gulf_of_mexico,0,LC
190344,Ogilbia cayorum,LC,gulf_of_mexico,0,LC
190345,Ancylopsetta dilecta,LC,gulf_of_mexico,0,LC
190346,Zu cristatus,LC,europe,0,LC
190346,Zu cristatus,DD,mediterranean,NA,DD
190347,Zenopsis conchifer,DD,europe,NA,DD
190347,Zenopsis conchifer,LC,gulf_of_mexico,0,LC
190348,Astroscopus y-graecum,LC,gulf_of_mexico,0,LC
190350,Avocettina infans,"NA",europe,NA,NA
190351,Gymnothorax nigromarginatus,LC,gulf_of_mexico,0,LC
190353,Aristostomias tittmanni,"NA",europe,NA,NA
190355,Ogilbia suarezae,LC,gulf_of_mexico,0,LC
190356,Aldrovandia affinis,"NA",europe,NA,NA
190358,Paralichthys albigutta,LC,gulf_of_mexico,0,LC
190359,Borostomias mononema,"NA",europe,NA,NA
