dbf_file,iucn_sid,sciname,code,presence,subpop,shape_Area
COMBTOOTHBLENNIES.dbf,48342462,Scartella emarginata,LC,1,NA,50.0063526959
COMBTOOTHBLENNIES.dbf,47141104,Hypleurochilus pseudoaequipinnis,LC,1,NA,231.384606188
COMBTOOTHBLENNIES.dbf,47141177,Hypsoblennius exstochilus,LC,1,NA,87.2829775145
COMBTOOTHBLENNIES.dbf,47141289,Acanthemblemaria betinensis,LC,1,NA,12.7368467762
COMBTOOTHBLENNIES.dbf,47141351,Acanthemblemaria greenfieldi,LC,1,NA,24.8125037457
COMBTOOTHBLENNIES.dbf,48342402,Cirripectes variolosus,LC,1,NA,400.866179653
COMBTOOTHBLENNIES.dbf,48342405,Meiacanthus bundoon,LC,1,NA,38.1647096924
COMBTOOTHBLENNIES.dbf,48342407,Andamia reyi,DD,1,NA,473.907114401
COMBTOOTHBLENNIES.dbf,48342409,Haptogenys bipunctata,DD,1,NA,28.0039523201
COMBTOOTHBLENNIES.dbf,46104027,Chasmodes saburrae,LC,1,NA,14.8179360973
COMBTOOTHBLENNIES.dbf,46104049,Entomacrodus nigricans,LC,1,NA,206.576646363
COMBTOOTHBLENNIES.dbf,46104052,Hypleurochilus bermudensis,LC,1,NA,57.5902876691
COMBTOOTHBLENNIES.dbf,46104061,Hypleurochilus springeri,LC,1,NA,84.6505208644
COMBTOOTHBLENNIES.dbf,46104064,Hypsoblennius hentz,LC,1,NA,85.7896630921
COMBTOOTHBLENNIES.dbf,46104077,Lupinoblennius vinctus,NT,1,NA,113.815888479
COMBTOOTHBLENNIES.dbf,46104109,Parablennius marmoreus,LC,1,NA,339.333757756
COMBTOOTHBLENNIES.dbf,46104127,Chaenopsis ocellata,LC,1,NA,66.6609235646
COMBTOOTHBLENNIES.dbf,46104133,Emblemaria atlantica,LC,1,NA,41.735397832
COMBTOOTHBLENNIES.dbf,46104136,Emblemaria pandionis,LC,1,NA,218.899878787
COMBTOOTHBLENNIES.dbf,47141354,Acanthemblemaria harpeza,DD,1,NA,0.75355913017
COMBTOOTHBLENNIES.dbf,47141570,Acanthemblemaria maria,LC,1,NA,95.4752750007
COMBTOOTHBLENNIES.dbf,47141697,Acanthemblemaria medusa,LC,1,NA,38.8106851229
COMBTOOTHBLENNIES.dbf,47142330,Chaenopsis resh,LC,1,NA,25.1660589471
COMBTOOTHBLENNIES.dbf,47141712,Acanthemblemaria paula,DD,1,NA,0.864232063156
COMBTOOTHBLENNIES.dbf,47142915,Emblemaria biocellata,LC,1,NA,43.1708776763
COMBTOOTHBLENNIES.dbf,47142918,Emblemaria caldwelli,LC,1,NA,40.5458849113
COMBTOOTHBLENNIES.dbf,47142939,Emblemaria diphyodontis,LC,1,NA,2.85151516012
COMBTOOTHBLENNIES.dbf,47143154,Emblemariopsis dianae,DD,1,NA,0.709908439932
COMBTOOTHBLENNIES.dbf,47143163,Emblemariopsis leptocirris,LC,1,NA,71.2707595003
COMBTOOTHBLENNIES.dbf,47143173,Emblemariopsis occidentalis,LC,1,NA,71.0051626356
COMBTOOTHBLENNIES.dbf,47143176,Emblemariopsis pricei,VU,1,NA,4.51945514701
COMBTOOTHBLENNIES.dbf,47142954,Emblemaria vitta,LC,1,NA,26.5226468262
COMBTOOTHBLENNIES.dbf,47144580,Paraclinus infrons,LC,1,NA,29.5431063398
COMBTOOTHBLENNIES.dbf,47144628,Paraclinus naeorhegmis,LC,1,NA,32.7347718526
COMBTOOTHBLENNIES.dbf,47144698,Starksia culebrae,LC,1,NA,40.9012687255
COMBTOOTHBLENNIES.dbf,47144896,Starksia hassi,LC,1,NA,129.957408548
COMBTOOTHBLENNIES.dbf,48342410,Laiphognathus longispinis,LC,1,NA,10.8953097902
COMBTOOTHBLENNIES.dbf,48342411,Rhabdoblennius nigropunctatus,LC,1,NA,41.6681303455
COMBTOOTHBLENNIES.dbf,47143216,Emblemariopsis ruetzleri,LC,1,NA,5.6231482647
COMBTOOTHBLENNIES.dbf,47143309,Lucayablennius zingaro,LC,1,NA,99.1883091433
COMBTOOTHBLENNIES.dbf,47143372,Dactylagnus peratikos,DD,1,NA,6.52074775479
COMBTOOTHBLENNIES.dbf,47143381,Dactyloscopus boehlkei,LC,1,NA,28.6365623823
COMBTOOTHBLENNIES.dbf,47143391,Dactyloscopus comptus,LC,1,NA,36.4223792709
COMBTOOTHBLENNIES.dbf,47143394,Dactyloscopus crossotus,LC,1,NA,151.79098212
COMBTOOTHBLENNIES.dbf,47143398,Dactyloscopus foraminosus,LC,1,NA,31.2389182087
COMBTOOTHBLENNIES.dbf,47143407,Dactyloscopus poeyi,LC,1,NA,171.952210483
COMBTOOTHBLENNIES.dbf,47144957,Starksia rava,LC,1,NA,4.1201579393
COMBTOOTHBLENNIES.dbf,48342440,Andamia tetradactylus,DD,1,NA,307.572913266
COMBTOOTHBLENNIES.dbf,47143421,Gillellus inescatus,DD,1,NA,2.06269225517
COMBTOOTHBLENNIES.dbf,47143432,Gillellus jacksoni,LC,1,NA,28.7981088737
COMBTOOTHBLENNIES.dbf,47143452,Leurochilus acon,LC,1,NA,91.8987159078
COMBTOOTHBLENNIES.dbf,47143476,Myxodagnus belone,DD,1,NA,40.7348281205
COMBTOOTHBLENNIES.dbf,47143503,Platygillellus smithi,DD,1,NA,0.149214223376
COMBTOOTHBLENNIES.dbf,47400952,Adelotremus leptus,DD,1,NA,4.21341517709
COMBTOOTHBLENNIES.dbf,47401609,Alloblennius frondiculus,DD,1,NA,21.2194178758
COMBTOOTHBLENNIES.dbf,47143869,Gobioclinus filamentosus,LC,1,NA,70.5222465074
COMBTOOTHBLENNIES.dbf,47144358,Malacoctenus boehlkei,LC,1,NA,67.6586122309
COMBTOOTHBLENNIES.dbf,47144430,Malacoctenus delalandii,LC,1,NA,69.3310417983
COMBTOOTHBLENNIES.dbf,47144448,Malacoctenus erdmani,LC,1,NA,157.144152101
COMBTOOTHBLENNIES.dbf,47144466,Malacoctenus versicolor,LC,1,NA,122.516878536
COMBTOOTHBLENNIES.dbf,47144528,Paraclinus barbatus,LC,1,NA,36.0492556444
COMBTOOTHBLENNIES.dbf,47144901,Starksia melasma,LC,1,NA,2.36580034566
COMBTOOTHBLENNIES.dbf,47144911,Starksia nanodes,LC,1,NA,114.692218529
COMBTOOTHBLENNIES.dbf,48342428,Cirripectes quagga,LC,1,NA,950.064535371
COMBTOOTHBLENNIES.dbf,48342431,Blenniella interrupta,LC,1,NA,431.087110459
COMBTOOTHBLENNIES.dbf,48342433,Enchelyurus kraussii,LC,1,NA,911.639617175
COMBTOOTHBLENNIES.dbf,48342435,Enneapterygius qirmiz,LC,1,NA,35.5305275388
COMBTOOTHBLENNIES.dbf,48342436,Ecsenius isos,LC,1,NA,42.8917029451
COMBTOOTHBLENNIES.dbf,48342437,Paralticus amboinensis,LC,1,NA,109.457891422
COMBTOOTHBLENNIES.dbf,48342441,Istiblennius rivulatus,LC,1,NA,15.2574353502
COMBTOOTHBLENNIES.dbf,48342442,Istiblennius meleagris,LC,1,NA,143.28585683
COMBTOOTHBLENNIES.dbf,48342493,Ecsenius axelrodi,LC,1,NA,97.5854601715
COMBTOOTHBLENNIES.dbf,48342496,Glyptoparus delicatulus,LC,1,NA,573.127802102
COMBTOOTHBLENNIES.dbf,48342342,Praealticus natalis,VU,1,NA,3.0917703253
COMBTOOTHBLENNIES.dbf,48342518,Entomacrodus williamsi,LC,1,NA,154.816955638
COMBTOOTHBLENNIES.dbf,48342519,Rhabdoblennius rhabdotrachelus,LC,1,NA,164.986422282
COMBTOOTHBLENNIES.dbf,48342117,Cirripectes fuscoguttatus,LC,1,NA,328.451302153
COMBTOOTHBLENNIES.dbf,48342119,Omobranchus fasciolatoceps,LC,1,NA,89.100026676
COMBTOOTHBLENNIES.dbf,48342120,Oman ypsilon,VU,1,NA,7.68041888934
COMBTOOTHBLENNIES.dbf,48342122,Praealticus triangulus,LC,1,NA,97.8011657901
COMBTOOTHBLENNIES.dbf,48342125,Blenniella leopardus,LC,1,NA,71.602552732
COMBTOOTHBLENNIES.dbf,48342126,Blenniella paula,LC,1,NA,472.046077544
COMBTOOTHBLENNIES.dbf,48319933,Alloblennius anuchalis,LC,1,NA,6.96352782954
COMBTOOTHBLENNIES.dbf,48320326,Alloblennius jugularis,LC,1,NA,37.8136345198
COMBTOOTHBLENNIES.dbf,48320397,Alloblennius parvus,LC,1,NA,98.7404720373
COMBTOOTHBLENNIES.dbf,48320496,Alloblennius pictus,LC,1,NA,37.8120577412
COMBTOOTHBLENNIES.dbf,48321090,Alticus arnoldorum,LC,1,NA,64.9784838798
COMBTOOTHBLENNIES.dbf,48321143,Alticus magnusi,LC,1,NA,37.7984866137
COMBTOOTHBLENNIES.dbf,48321151,Alticus monochrus,LC,1,NA,84.7340105865
COMBTOOTHBLENNIES.dbf,48321164,Alticus montanoi,LC,1,NA,95.333457286
COMBTOOTHBLENNIES.dbf,48321178,Alticus orientalis,LC,1,NA,21.7429257607
COMBTOOTHBLENNIES.dbf,48321187,Alticus saliens,DD,1,NA,479.135591272
COMBTOOTHBLENNIES.dbf,48321442,Alticus sertatus,LC,1,NA,109.156824741
COMBTOOTHBLENNIES.dbf,48321557,Alticus simplicirrus,LC,1,NA,10.6481733092
COMBTOOTHBLENNIES.dbf,48342128,Salarias nigrocinctus,LC,1,NA,11.739255712
COMBTOOTHBLENNIES.dbf,48342115,Blenniella chrysospilos,LC,1,NA,957.688937483
COMBTOOTHBLENNIES.dbf,48342129,Entomacrodus randalli,LC,1,NA,10.648173309
COMBTOOTHBLENNIES.dbf,48342130,Salarias guttatus,LC,1,NA,548.59346055
COMBTOOTHBLENNIES.dbf,48342133,Istiblennius flaviumbrinus,LC,1,NA,37.7862628938
COMBTOOTHBLENNIES.dbf,48342134,Istiblennius bellus,LC,1,NA,166.872892639
COMBTOOTHBLENNIES.dbf,48342142,Omobranchus loxozonus,LC,1,NA,30.6882486453
COMBTOOTHBLENNIES.dbf,48342089,Cirripectes obscurus,LC,1,NA,36.3293631609
COMBTOOTHBLENNIES.dbf,48342092,Andamia amphibius,LC,1,NA,30.4917528761
COMBTOOTHBLENNIES.dbf,48342099,Meiacanthus tongaensis,LC,1,NA,11.7184329036
COMBTOOTHBLENNIES.dbf,48342100,Entomacrodus lighti,LC,1,NA,19.0985388055
COMBTOOTHBLENNIES.dbf,48342101,Ecsenius ops,LC,1,NA,55.1925429488
COMBTOOTHBLENNIES.dbf,48342103,Cirripectes randalli,LC,1,NA,11.3651975181
COMBTOOTHBLENNIES.dbf,48342105,Cirripectes auritus,LC,1,NA,603.414718632
COMBTOOTHBLENNIES.dbf,48342108,Omobranchus aurosplendidus,VU,1,NA,14.5687440312
COMBTOOTHBLENNIES.dbf,48342109,Parablennius cornutus,LC,1,NA,39.2412537606
COMBTOOTHBLENNIES.dbf,48342111,Salarias fasciatus,LC,1,NA,1265.24772395
COMBTOOTHBLENNIES.dbf,48342143,Rhabdoblennius papuensis,DD,1,NA,8.49198426866
COMBTOOTHBLENNIES.dbf,48342144,Entomacrodus strasburgi,LC,1,NA,17.258681344
COMBTOOTHBLENNIES.dbf,48342145,Ecsenius pictus,LC,1,NA,259.569534536
COMBTOOTHBLENNIES.dbf,48342148,Enchelyurus brunneolus,LC,1,NA,31.367464586
COMBTOOTHBLENNIES.dbf,48342149,Ecsenius dentex,LC,1,NA,1.56835399621
COMBTOOTHBLENNIES.dbf,48342150,Ecsenius caeruliventris,LC,1,NA,13.3820244661
COMBTOOTHBLENNIES.dbf,48342152,Omobranchus hikkaduwensis,VU,1,NA,12.5022618945
COMBTOOTHBLENNIES.dbf,48342201,Entomacrodus niuafoouensis,LC,1,NA,140.748965878
COMBTOOTHBLENNIES.dbf,48342204,Ecsenius schroederi,LC,1,NA,119.855102135
COMBTOOTHBLENNIES.dbf,48342206,Ecsenius prooculis,LC,1,NA,67.2941541998
COMBTOOTHBLENNIES.dbf,48342208,Mimoblennius cas,LC,1,NA,12.8914023887
COMBTOOTHBLENNIES.dbf,48342209,Andamia heteroptera,DD,1,NA,538.49218867
COMBTOOTHBLENNIES.dbf,48342210,Cirripectes stigmaticus,LC,1,NA,840.873023353
COMBTOOTHBLENNIES.dbf,48342213,Entomacrodus striatus,LC,1,NA,1487.29830909
COMBTOOTHBLENNIES.dbf,48342217,Praealticus bilineatus,LC,1,NA,347.333270876
COMBTOOTHBLENNIES.dbf,48342218,Parenchelyurus hyena,LC,1,NA,23.2591815745
COMBTOOTHBLENNIES.dbf,48342219,Blenniella bilitonensis,LC,1,NA,396.827632017
COMBTOOTHBLENNIES.dbf,48342223,Parablennius tasmanianus,LC,1,NA,49.8609357632
COMBTOOTHBLENNIES.dbf,48342162,Ecsenius sellifer,LC,1,NA,47.3694665433
COMBTOOTHBLENNIES.dbf,48342164,Meiacanthus mossambicus,LC,1,NA,63.6609157192
COMBTOOTHBLENNIES.dbf,48342168,Omobranchus obliquus,LC,1,NA,508.052940621
COMBTOOTHBLENNIES.dbf,48342170,Ecsenius oculatus,LC,1,NA,15.1863868602
COMBTOOTHBLENNIES.dbf,48342171,Omobranchus germaini,LC,1,NA,664.351699202
COMBTOOTHBLENNIES.dbf,48342173,Ecsenius monoculus,LC,1,NA,81.5008974068
COMBTOOTHBLENNIES.dbf,48342174,Mimoblennius atrocinctus,LC,1,NA,83.475022694
COMBTOOTHBLENNIES.dbf,48342176,Entomacrodus rofeni,LC,1,NA,87.0362375036
COMBTOOTHBLENNIES.dbf,48342177,Entomacrodus marmoratus,LC,1,NA,36.3293631609
COMBTOOTHBLENNIES.dbf,48342221,Entomacrodus solus,EN,1,NA,0.0128446889554
COMBTOOTHBLENNIES.dbf,48342178,Dactyloscopus insulatus,VU,1,NA,8.74699681513
COMBTOOTHBLENNIES.dbf,48342179,Ecsenius shirleyae,LC,1,NA,80.7441904891
COMBTOOTHBLENNIES.dbf,48342181,Omobranchus lineolatus,LC,1,NA,115.949345156
COMBTOOTHBLENNIES.dbf,48342182,Cirripectes gilberti,LC,1,NA,151.998520607
COMBTOOTHBLENNIES.dbf,48342183,Ecsenius bimaculatus,LC,1,NA,68.6847015428
COMBTOOTHBLENNIES.dbf,48342186,Praealticus oortii,LC,1,NA,106.133962795
COMBTOOTHBLENNIES.dbf,48342187,Petroscirtes variabilis,LC,1,NA,795.886261915
COMBTOOTHBLENNIES.dbf,48342191,Petroscirtes fallax,LC,1,NA,33.6892785387
COMBTOOTHBLENNIES.dbf,48342193,Chalaroderma ocellata,LC,1,NA,9.2750456521
COMBTOOTHBLENNIES.dbf,48342195,Ecsenius fijiensis,LC,1,NA,23.5961857087
COMBTOOTHBLENNIES.dbf,48342196,Andamia cyclocheilus,DD,1,NA,6.48321453658
COMBTOOTHBLENNIES.dbf,48342197,Ecsenius paroculus,LC,1,NA,60.590568001
COMBTOOTHBLENNIES.dbf,48342198,Ecsenius collettei,LC,1,NA,2.65716449021
COMBTOOTHBLENNIES.dbf,48342225,Petroscirtes breviceps,LC,1,NA,980.498820922
COMBTOOTHBLENNIES.dbf,48342228,Entomacrodus corneliae,LC,1,NA,10.648173309
COMBTOOTHBLENNIES.dbf,48342229,Praealticus caesius,LC,1,NA,194.562324894
COMBTOOTHBLENNIES.dbf,48342232,Enchelyurus flavipes,LC,1,NA,267.435912995
COMBTOOTHBLENNIES.dbf,48342233,Andamia pacifica,LC,1,NA,13.2850524138
COMBTOOTHBLENNIES.dbf,48342234,Ecsenius lubbocki,LC,1,NA,8.81354110831
COMBTOOTHBLENNIES.dbf,48342238,Xiphasia matsubarai,LC,1,NA,311.053213274
COMBTOOTHBLENNIES.dbf,48342240,Ecsenius bandanus,LC,1,NA,40.0266039211
COMBTOOTHBLENNIES.dbf,48342243,Salarias sibogai,LC,1,NA,155.827648463
COMBTOOTHBLENNIES.dbf,48342244,Chalaroderma capito,LC,1,NA,13.6118822051
COMBTOOTHBLENNIES.dbf,48342248,Cirripectes polyzona,LC,1,NA,1103.14688525
COMBTOOTHBLENNIES.dbf,48342250,Ecsenius lividanalis,LC,1,NA,391.378363913
COMBTOOTHBLENNIES.dbf,48342252,Dactyloscopus fallax,LC,1,NA,57.350477069
COMBTOOTHBLENNIES.dbf,48342277,Cirripectes alboapicalis,LC,1,NA,61.6817187258
COMBTOOTHBLENNIES.dbf,48342278,Ecsenius bathi,LC,1,NA,152.015514463
COMBTOOTHBLENNIES.dbf,48342281,Istiblennius steindachneri,LC,1,NA,111.064910274
COMBTOOTHBLENNIES.dbf,48342282,Parablennius serratolineatus,VU,1,NA,3.22720102052
COMBTOOTHBLENNIES.dbf,48342284,Omobranchus smithi,VU,1,NA,100.176717827
COMBTOOTHBLENNIES.dbf,48342285,Ecsenius gravieri,LC,1,NA,39.9183674712
COMBTOOTHBLENNIES.dbf,48342253,Antennablennius velifer,DD,1,NA,0.0637242742949
COMBTOOTHBLENNIES.dbf,48342256,Salarias patzneri,LC,1,NA,378.861043049
COMBTOOTHBLENNIES.dbf,48342258,Parablennius cyclops,LC,1,NA,37.8270790495
COMBTOOTHBLENNIES.dbf,48342259,Antennablennius ceylonensis,LC,1,NA,10.6688596652
COMBTOOTHBLENNIES.dbf,48342260,Entomacrodus cymatobiotus,LC,1,NA,274.817352467
COMBTOOTHBLENNIES.dbf,48342262,Ecsenius stictus,LC,1,NA,26.9935164391
COMBTOOTHBLENNIES.dbf,48342265,Entomacrodus thalassinus,LC,1,NA,1236.15431757
COMBTOOTHBLENNIES.dbf,48342268,Malacoctenus polyporosus,LC,1,NA,15.8307389311
COMBTOOTHBLENNIES.dbf,48342269,Ecsenius stigmatura,LC,1,NA,60.1176638995
COMBTOOTHBLENNIES.dbf,48342271,Istiblennius muelleri,LC,1,NA,138.402486618
COMBTOOTHBLENNIES.dbf,48342273,Praealticus multistriatus,LC,1,NA,11.6865151428
COMBTOOTHBLENNIES.dbf,48342289,Praealticus striatus,LC,1,NA,288.30172551
COMBTOOTHBLENNIES.dbf,48342290,Mimoblennius rusi,LC,1,NA,7.65404517721
COMBTOOTHBLENNIES.dbf,48342292,Stanulus seychellensis,LC,1,NA,673.470636581
COMBTOOTHBLENNIES.dbf,48342298,Blenniella cyanostigma,LC,1,NA,174.102039331
COMBTOOTHBLENNIES.dbf,48342300,Petroscirtes thepassii,LC,1,NA,157.85649703
COMBTOOTHBLENNIES.dbf,48342305,Salarias sexfilum,LC,1,NA,168.674057089
COMBTOOTHBLENNIES.dbf,48342306,Cirripectes jenningsi,LC,1,NA,139.532191797
COMBTOOTHBLENNIES.dbf,48342309,Petroscirtes xestus,LC,1,NA,992.618267239
COMBTOOTHBLENNIES.dbf,48342312,Omobranchus elongatus,LC,1,NA,918.647683606
COMBTOOTHBLENNIES.dbf,48342314,Stanulus talboti,LC,1,NA,77.3971375203
COMBTOOTHBLENNIES.dbf,48342316,Praealticus tanegasimae,LC,1,NA,77.4378637595
COMBTOOTHBLENNIES.dbf,48342317,Ecsenius namiyei,LC,1,NA,432.370549594
COMBTOOTHBLENNIES.dbf,48342320,Enchelyurus petersi,LC,1,NA,3.8689357695
COMBTOOTHBLENNIES.dbf,48342321,Istiblennius lineatus,LC,1,NA,1119.05655533
COMBTOOTHBLENNIES.dbf,48342325,Petroscirtes springeri,LC,1,NA,17.1604280439
COMBTOOTHBLENNIES.dbf,48342326,Entomacrodus sealei,LC,1,NA,323.282203106
COMBTOOTHBLENNIES.dbf,48342328,Ecsenius randalli,VU,1,NA,13.3236389589
COMBTOOTHBLENNIES.dbf,48342329,Ecsenius lineatus,LC,1,NA,484.323654395
COMBTOOTHBLENNIES.dbf,48342332,Omobranchus elegans,LC,1,NA,82.6138243535
COMBTOOTHBLENNIES.dbf,48342333,Ecsenius midas,LC,1,NA,888.69646357
COMBTOOTHBLENNIES.dbf,48342337,Istiblennius unicolor,LC,1,NA,45.3998912806
COMBTOOTHBLENNIES.dbf,48342351,Malacoctenus mexicanus,LC,1,NA,28.709571448
COMBTOOTHBLENNIES.dbf,48342352,Cirripectes imitator,LC,1,NA,67.2098800635
COMBTOOTHBLENNIES.dbf,48342354,Salarias ramosus,LC,1,NA,281.889019054
COMBTOOTHBLENNIES.dbf,48342356,Entomacrodus lemuria,LC,1,NA,44.2131968486
COMBTOOTHBLENNIES.dbf,48342357,Mimoblennius lineathorax,VU,1,NA,4.20685409341
COMBTOOTHBLENNIES.dbf,48342359,Salarias segmentatus,LC,1,NA,409.796987186
COMBTOOTHBLENNIES.dbf,48342362,Laiphognathus multimaculatus,LC,1,NA,637.341361905
COMBTOOTHBLENNIES.dbf,48342366,Plagiotremus tapeinosoma,LC,1,NA,1423.93562677
COMBTOOTHBLENNIES.dbf,48342371,Cirripectes kuwamurai,LC,1,NA,34.0373079223
COMBTOOTHBLENNIES.dbf,48342372,Ecsenius minutus,LC,1,NA,23.4314930529
COMBTOOTHBLENNIES.dbf,48342379,Istiblennius zebra,LC,1,NA,36.3293631609
COMBTOOTHBLENNIES.dbf,48342381,Omobranchus banditus,LC,1,NA,13.7872152403
COMBTOOTHBLENNIES.dbf,48342383,Entomacrodus epalzeocheilos,LC,1,NA,256.868836124
COMBTOOTHBLENNIES.dbf,48342385,Ecsenius bicolor,LC,1,NA,935.062512382
COMBTOOTHBLENNIES.dbf,48342388,Plagiotremus spilistius,LC,1,NA,72.2987670933
COMBTOOTHBLENNIES.dbf,48342389,Entomacrodus decussatus,LC,1,NA,898.828677209
COMBTOOTHBLENNIES.dbf,48342394,Petroscirtes lupus,LC,1,NA,52.5939012911
COMBTOOTHBLENNIES.dbf,48342414,Entomacrodus textilis,LC,1,NA,2.85800927233
COMBTOOTHBLENNIES.dbf,48342419,Andamia expansa,DD,1,NA,6.25618546035
COMBTOOTHBLENNIES.dbf,48342454,Dactyloscopus heraldi,LC,1,NA,2.0298865004
COMBTOOTHBLENNIES.dbf,48342420,Omobranchus woodi,LC,1,NA,7.67823086839
COMBTOOTHBLENNIES.dbf,48342422,Blenniella gibbifrons,LC,1,NA,511.219211162
COMBTOOTHBLENNIES.dbf,48342425,Cirripectes springeri,LC,1,NA,326.033501619
COMBTOOTHBLENNIES.dbf,48342448,Dodekablennos fraseri,LC,1,NA,8.51337290873
COMBTOOTHBLENNIES.dbf,48342451,Ecsenius yaeyamaensis,LC,1,NA,677.533649113
COMBTOOTHBLENNIES.dbf,48342455,Parablennius postoculomaculatus,LC,1,NA,22.7398880423
COMBTOOTHBLENNIES.dbf,48342458,Ecsenius nalolo,LC,1,NA,207.828447428
COMBTOOTHBLENNIES.dbf,48342467,Parablennius lodosus,VU,1,NA,1.48025431941
COMBTOOTHBLENNIES.dbf,48342469,Ecsenius frontalis,LC,1,NA,40.1804452825
COMBTOOTHBLENNIES.dbf,48342471,Rhabdoblennius snowi,LC,1,NA,246.141620646
COMBTOOTHBLENNIES.dbf,48342473,Litobranchus fowleri,LC,1,NA,257.261500457
COMBTOOTHBLENNIES.dbf,48342475,Praealticus labrovittatus,LC,1,NA,17.5999523898
COMBTOOTHBLENNIES.dbf,48342477,Plagiotremus rhinorhynchos,LC,1,NA,1464.56622408
COMBTOOTHBLENNIES.dbf,48342482,Istiblennius dussumieri,LC,1,NA,918.367409509
COMBTOOTHBLENNIES.dbf,48342485,Praealticus margaritatus,LC,1,NA,15.3644912777
COMBTOOTHBLENNIES.dbf,48342486,Cirripectes hutchinsi,LC,1,NA,16.3011610177
COMBTOOTHBLENNIES.dbf,48342487,Antennablennius sexfasciatus,DD,1,NA,5.65421512996
COMBTOOTHBLENNIES.dbf,48342488,Rhabdoblennius nitidus,LC,1,NA,167.823871379
COMBTOOTHBLENNIES.dbf,48342489,Blenniella caudolineata,LC,1,NA,537.55315454
COMBTOOTHBLENNIES.dbf,48342492,Salarias obscurus,LC,1,NA,35.6353096721
COMBTOOTHBLENNIES.dbf,48342498,Ecsenius alleni,LC,1,NA,6.3785071592
COMBTOOTHBLENNIES.dbf,48342499,Cirripectes vanderbilti,LC,1,NA,39.0487133993
COMBTOOTHBLENNIES.dbf,48342501,Ecsenius portenoyi,LC,1,NA,12.9890638222
COMBTOOTHBLENNIES.dbf,48342502,Parablennius intermedius,LC,1,NA,88.9508571305
COMBTOOTHBLENNIES.dbf,48342505,Nannosalarias nativitatis,LC,1,NA,642.809357675
COMBTOOTHBLENNIES.dbf,48342508,Ecsenius oculus,LC,1,NA,20.8669150434
COMBTOOTHBLENNIES.dbf,48342511,Entomacrodus longicirrus,LC,1,NA,48.2431823927
COMBTOOTHBLENNIES.dbf,48342512,Ecsenius tessera,LC,1,NA,49.9177100316
COMBTOOTHBLENNIES.dbf,48342513,Cirripectes castaneus,LC,1,NA,1043.64332332
COMBTOOTHBLENNIES.dbf,48342516,Salarias alboguttatus,LC,1,NA,358.973134404
COMBTOOTHBLENNIES.dbf,48342534,Entomacrodus chapmani,VU,1,NA,3.42792803577
COMBTOOTHBLENNIES.dbf,49437996,Enneanectes matador,LC,1,NA,50.4394983133
COMBTOOTHBLENNIES.dbf,49438012,Enneanectes deloachorum,LC,1,NA,27.2515143857
COMBTOOTHBLENNIES.dbf,61935092,Praealticus semicrenatus,LC,1,NA,24.448414799
COMBTOOTHBLENNIES.dbf,61935587,Alticus anjouanae,LC,1,NA,55.8718642596
COMBTOOTHBLENNIES.dbf,4982,Clinus spatulatus,EN,1,NA,0.862631330502
COMBTOOTHBLENNIES.dbf,5325,Emblemariopsis tayrona,LC,1,NA,0.13721023719
COMBTOOTHBLENNIES.dbf,7778,Entomacrodus cadenati,LC,1,NA,63.8739711894
COMBTOOTHBLENNIES.dbf,185127,Lipophrys trigloides,LC,1,NA,174.519290996
COMBTOOTHBLENNIES.dbf,185128,Parablennius gattorugine,LC,1,NA,205.237239263
COMBTOOTHBLENNIES.dbf,48342528,Dactyloscopus elongatus,LC,1,NA,22.8689701935
COMBTOOTHBLENNIES.dbf,48342104,Meiacanthus abruptus,VU,1,NA,1.52730373658
COMBTOOTHBLENNIES.dbf,48342180,Omox lupus,LC,1,NA,35.0256367787
CONUS.dbf,5272,Conus nobrei,NT,1,NA,0.090697238007
CONUS.dbf,5273,Conus zebroides,NT,1,NA,2.94740103652
CONUS.dbf,192426,Conus kimioi,LC,1,NA,149.750351981
CONUS.dbf,192427,Conus mahogani,LC,1,NA,91.190139618
CONUS.dbf,192428,Conus rattus,LC,1,NA,2005.34687246
CONUS.dbf,192465,Conus tiki,LC,1,NA,10.6481733165
CONUS.dbf,192466,Conus angioiorum,DD,1,NA,7.79009790229
CONUS.dbf,192864,Conus zeylanicus,LC,1,NA,407.99788467
CONUS.dbf,192878,Conus cuvieri,VU,1,NA,25.4956760714
CONUS.dbf,192879,Conus pertusus,LC,1,NA,1870.5189528
CONUS.dbf,192572,Conus fontonae,VU,1,NA,0.00303033745278
CONUS.dbf,192573,Conus magnificus,LC,1,NA,472.774975712
CONUS.dbf,192588,Conus araneosus,LC,1,NA,125.3279711
CONUS.dbf,192589,Conus sazanka,LC,1,NA,633.535509151
CONUS.dbf,192590,Conus miliaris,LC,1,NA,1807.90093258
CONUS.dbf,192591,Conus stupa,LC,1,NA,219.043452779
CONUS.dbf,192592,Conus laterculatus,LC,1,NA,148.692459525
CONUS.dbf,192593,Conus imperialis,LC,1,NA,1800.29329856
CONUS.dbf,192602,Conus salreiensis,CR,1,NA,0.00178616245826
CONUS.dbf,192603,Conus furvus,LC,1,NA,569.146681023
CONUS.dbf,192604,Conus hyaena,LC,1,NA,858.496355737
CONUS.dbf,192605,Conus loroisii,LC,1,NA,800.750932377
CONUS.dbf,192606,Conus fijiensis,LC,1,NA,8.76253195159
CONUS.dbf,192608,Conus genuanus,LC,1,NA,91.7548668029
CONUS.dbf,192609,Conus tuticorinensis,LC,1,NA,6.98278675068
CONUS.dbf,192625,Conus sertacinctus,LC,1,NA,461.748956112
